taxonomy_id	name	rank	USA.74b_ERR1713399_db6.diamond	USA.74a_ERR1713398_db6.diamond	USA.74d_ERR1713401_db6.diamond	USA.74c_ERR1713400_db6.diamond	USA.74_ERR1713397_db6.diamond
454194	Pyrinomonas methylaliphatogenes	species	228	41	49	24	1383
225345	Clostridium chromiireducens	species	50	17	190	36	122
3242779	Candidatus Ruminimicrobium bovinum	species	63	42	79	57	286
2038635	Hyphococcus	genus	68	5	2	7	77
558436	Xylanibacter	genus	15	1	5	3	267
215591	Gracilinema caldarium	species	262	194	168	281	254
3019445	Paracoccus sp. DMF-8	species	12	8	15	19	31
2953752	Moraxella sp. FZFQ2102	species	3	5	5	640	229
2680020	Tautonia	genus	157	13	15	28	491
1323948	Nitrospina watsonii	species	19	4	8	7	25
1274402	Candidatus Hepatobacter penaei	species	6	0	1	4	6
1925024	Intrasporangium sp.	species	225	155	44	18	163
2862510	Oceanobacter mangrovi	species	8	2	0	11	4
466084	Limibacter armeniacum	species	44	23	26	12	67
1731	Peptoclostridium acidaminophilum	species	62	23	67	256	104
463301	Halomonas korlensis	species	2	0	1	0	4
2933911	Leptolyngbya sp. PL-A3	species	1	2	0	0	10
1934313	Chitinimonas sp.	species	54	9	34	45	178
3236840	Clostridium sp. BJN0013	species	11	8	12	11	52
2982689	Phenylobacterium ferrooxidans	species	32	13	8	2	17
3159847	Salmonella sp. SAL04269	species	4	9	4	2	5
3121274	Thiofaba sp. EF100	species	90	25	92	4658	140
3349636	Terrimonas alba	species	199	37	14	5	121
2801917	Comamonas sp. JC664	species	10	14	26	3	36
2897159	Scleromatobacter humisilvae	species	37	78	59	6	106
83778	Kineosporiaceae	family	19	12	23	9	76
2984193	Ideonella lacteola	species	47	17	16	5	98
392838	Bacteroides propionicifaciens	species	18	9	16	36	66
2126321	Nissabacter sp. SGAir0207	species	3	2	0	0	4
2812554	Nocardioides sp. SYSU D00038	species	3	1	1	1	20
1002691	Occallatibacter savannae	species	24	22	7	9	108
696072	Cohnella suwonensis	species	10	7	2	3	6
146919	Salinibacter ruber	species	85	19	12	33	124
1082580	Dyadobacter jejuensis	species	54	28	7	5	19
2652721	Agarivorans sp. B2Z047	species	3	0	1	2	0
290425	Advenella	genus	77	89	4234	168	171
1230953	Hydrogenophaga electricum	species	21	19	38	20	45
401470	Undibacterium pigrum	species	8	5	28	4	17
1852364	Enterococcus timonensis	species	4	10	11	12	9
398257	Luteimonas composti	species	15	2	9	7	48
2014367	Pseudobutyrivibrio sp.	species	70	44	60	73	1244
81031	Hyphomonas johnsonii	species	18	1	0	0	25
596372	Modestobacter sp. SSW1-42	species	4	4	0	0	2
1550565	Methanoculleus taiwanensis	species	11	8	4	11	4
1938610	Flavobacterium sp. LM5	species	35	40	73	20	82
1178515	Paenibacillus swuensis	species	22	5	3	4	5
2736290	Xylanibacter muris	species	6	8	20	5	114
2529274	Pedobacter changchengzhani	species	37	18	27	17	91
2516559	Aquirufa antheringensis	species	16	13	8	4	18
1548547	Woeseia oceani	species	50	5	8	4	203
1282	Staphylococcus epidermidis	species	40	34	171	225	435
1811226	Massilia agilis	species	4	3	0	0	5
453783	Lysobacter soli	species	16	6	9	22	83
45254	Dysgonomonas capnocytophagoides	species	69	46	91	122	484
2793269	Panacibacter microcysteis	species	262	67	14	7	92
168808	Sneathia	genus	51	65	231	125	219
2020862	Halobacteriovorax sp.	species	24	5	17	8	28
426129	Alkaliphilus peptidifermentans	species	17	14	20	37	37
267135	Erythrobacter donghaensis	species	32	12	7	31	65
398199	Proteiniclasticum ruminis	species	129	89	291	588	172
2501297	Hydrotalea sp. AMD	species	131	84	105	122	630
3350178	Tahibacter sp. UC22_41	species	32	27	122	8	148
115336	Actinomadura vinacea	species	6	0	0	2	6
1947511	Sphingobacterium sp. UBA6645	species	2	1	2	2	2
1207056	Pseudopedobacter beijingensis	species	22	18	12	8	44
2730359	Methylacidimicrobium sp. AP8	species	19	4	2	1	81
2773296	Desulfolutivibrio sp.	species	45	7	11	56	13
1248760	Blastomonas sp. AAP53	species	2	2	2	1	12
433923	Pseudacidovorax	genus	41	119	98	38	193
3133436	Novosphingobium anseongense	species	37	15	25	2	66
1520	Clostridium beijerinckii	species	181	87	476	172	954
2497489	Flavobacterium sp. GSP27	species	7	16	23	1	15
2502208	Rudaea sp. 3F27F6	species	5	3	0	2	5
2724481	Clostridium sp. FP2	species	11	2	4	9	53
2039723	Thiomicrorhabdus	genus	21	1	9	8	15
1940612	Pigmentiphaga aceris	species	59	45	52	49	58
3071413	Dyadobacter sp. LHD-138	species	44	101	53	9	59
1849973	Oryzobacter	genus	80	66	4	4	0
3101197	Baaleninema sp.	species	10	1	3	3	8
284581	Priestia koreensis	species	2	1	4	3	19
54010	Pseudonocardia asaccharolytica	species	6	1	3	3	14
357	Agrobacterium	genus	28	177	206	165	495
2897177	Chitinibacteraceae	family	153	68	263	479	613
372072	Cohaesibacter gelatinilyticus	species	3	2	3	2	4
2478464	Enterobacter oligotrophicus	species	13	6	16	10	10
2640874	unclassified Cupriavidus	no rank	48	38	59	43	120
2268456	Taklimakanibacter lacteus	species	26	3	3	11	676
262006	Winogradskyella eximia	species	4	1	2	0	7
1639034	Paenibacillus cymbidii	species	96	21	9	8	67
65656	Hydrogenophaga taeniospiralis	species	102	77	72	45	120
1798184	Sarcina sp. DSM 11001	species	46	56	66	52	440
2511204	Schauerella aestuarii	species	37	8	7	35	52
2725268	Hujiaoplasma nucleasis	species	37	40	37	21	87
2952225	Methylomonas subterranea	species	11	1	1	12	15
1756400	Pedobacter sp. UYP30	species	65	44	32	9	48
3127458	Pontibacter sp. 13R65	species	7	3	0	3	11
59196	Rickettsiella grylli	species	7	2	2	2	32
159274	uncultured Porphyromonas sp.	species	18	27	35	25	99
397865	Barnesiella viscericola	species	20	23	15	8	58
2622718	unclassified Proteiniphilum	no rank	131	53	45	37	100
1437360	Bradyrhizobium erythrophlei	species	36	30	21	39	316
687430	Pseudonocardia sp. TMWB2A	species	254	389	546	1001	1167
2677064	unclassified Candidatus Electronema	no rank	70	70	24	260	130
265719	Aquimonas voraii	species	333	9	14	17	92
3133297	Sorangium sp. So ce302	species	4	0	0	1	9
46124	Granulicatella adiacens	species	4	1	18	26	5
2713176	Thalassoroseus pseudoceratinae	species	105	20	3	9	486
623281	Parapedobacter composti	species	14	1	4	15	12
339	Xanthomonas campestris	species	71	33	101	155	246
135613	Chromatiales	order	257	34	78	443	563
3031728	Luteipulveratus flavus	species	15	14	6	8	15
3004095	Citricoccus sp. NR2	species	11	35	6	3	3
2486419	Mesobaculum littorinae	species	3	0	3	1	1
2709688	Parasphingorhabdus sp.	species	151	52	34	34	228
2678566	Ornithinibacillus caprae	species	3	0	2	0	1
1648505	Chiayiivirga	genus	156	3	8	10	32
108981	Acinetobacter schindleri	species	70	471	323	223	630
2294116	Hanamia caeni	species	208	174	107	27	374
615	Serratia marcescens	species	110	239	468	350	442
3243765	Agromyces sp. MMS24-JH15	species	3	1	1	1	2
2478662	Acidovorax sp. 1608163	species	39	134	326	149	379
2975520	Candidatus Izemoplasmataceae	family	7	25	17	4	63
2825886	Collimonas humicola	species	5	13	12	1	24
706427	Halanaerobacter jeridensis	species	21	3	5	11	23
2293317	Candidatus Syntrophocurvum alkaliphilum	species	31	25	21	14	49
2813827	Rhizobium cremeum	species	1	7	6	7	10
84757	Beutenbergia cavernae	species	3	8	15	7	11
3116653	Elusimicrobium posterum	species	34	8	24	27	41
2570586	Candidatus Bandiella numerosa	species	44	6	2	0	38
2692782	unclassified Coleofasciculus	no rank	8	2	6	6	29
1524096	Mucilaginibacter psychrotolerans	species	15	15	1	2	17
2235	Halobacteriales	order	397	93	67	96	706
2420	Thermosipho	genus	48	15	37	21	40
413434	Sediminibacterium ginsengisoli	species	76	40	27	11	56
2320202	uncultured Abyssibacter sp.	species	6	3	1	15	8
2771186	Microcystis sp. M31BS1	species	51	69	61	71	816
2748667	Roseomonas rosulenta	species	17	9	12	8	54
1472762	Enorma	genus	27	61	138	62	134
1889784	Roseivirga sp. 4D4	species	12	1	0	2	11
202954	Acinetobacter tandoii	species	23	103	28	28	71
3344659	Saccharicrinis sp. FJH65	species	37	34	7	13	58
2624479	unclassified Eubacterium (in: firmicutes)	no rank	17	40	70	36	109
2480626	Trebonia kvetii	species	10	7	5	3	70
3003623	Flavobacterium sp. IMCC34518	species	26	44	58	8	64
2035834	Aestuariimicrobium soli	species	83	177	29	2	21
3065865	Candidatus Thiodiazotropha sp. CDECU1	species	7	3	1	1	43
2984195	Arcicella gelida	species	46	4	4	0	17
869806	Marivirga	genus	86	22	10	12	82
83460	Stigmatella erecta	species	39	0	17	2	35
1450156	Defluviitalea raffinosedens	species	25	23	12	53	69
2045420	Pseudobacter sp.	species	74	32	12	10	82
3160962	Psychrobacter sp. ASPA161_6	species	4	1	2	3	3
2923278	Variovorax terrae	species	244	197	184	24	209
103	Flectobacillus major	species	131	25	35	18	83
2717341	Rhabdaerophilum sp.	species	35	43	44	4	100
2837504	Heyndrickxia	genus	81	8	38	21	67
480813	Tatumella saanichensis	species	2	0	2	0	1
1712410	Thermanaerosceptrum fracticalcis	species	119	123	84	150	60
3395883	Nitrospira sp. BLG_1	species	118	26	12	30	6828
661481	Flavisolibacter ginsenosidimutans	species	125	47	17	2	140
3136633	Thauera sp. SDU_THAU2	species	33	5	15	29	40
1970310	Acidovorax sp. 28-64-14	species	46	89	135	35	69
762954	Siansivirga zeaxanthinifaciens	species	6	0	5	2	6
191960	Sedimenticola selenatireducens	species	52	11	6	20	48
155493	Gallibacterium	genus	129	9	20	184	214
587753	Pseudomonas chlororaphis	species	32	102	82	60	76
237779	uncultured Haemophilus sp.	species	15	43	49	35	44
2653851	Rubrobacter tropicus	species	51	12	10	12	158
1737061	Pseudohalioglobus lutimaris	species	40	3	5	8	90
93064	Sphingomonas koreensis	species	46	44	74	92	161
2292363	Parabacteroides sp. TM07-1AC	species	3	3	1	5	34
2800061	Maricaulaceae	family	189	5	5	4	214
87883	Burkholderia multivorans	species	49	61	157	177	259
341694	Peptostreptococcus stomatis	species	5	3	8	14	29
264637	Paracholeplasma morum	species	114	99	123	79	145
392733	Terriglobus	genus	61	22	16	11	144
1892844	Hyphomicrobium sp. CS1BSMeth3	species	136	16	64	67	2431
3135776	Luteolibacter sp. AS25	species	53	8	1	10	34
176598	Pseudoxanthomonas taiwanensis	species	15	18	39	33	5828
455343	Micrococcus endophyticus	species	50	3	6	4	5
3074468	Mesoterricola	genus	11	2	9	11	39
2078658	Sporomusa sp.	species	148	27	85	178	191
340071	Candidatus Criblamydia sequanensis	species	134	33	33	180	218
2773457	Pelagicoccus enzymogenes	species	53	7	8	11	31
28026	Bifidobacterium pseudocatenulatum	species	56	126	461	516	304
252514	Microbulbifer thermotolerans	species	11	4	13	52	36
3154742	Actinoplanes sp. NPDC049802	species	2	0	0	1	3
1920168	Dyella solisilvae	species	33	8	10	14	33
565	Atlantibacter hermannii	species	19	30	43	28	45
2293024	Clostridium sp. AM22-11AC	species	130	1293	4083	2847	741
512030	Acidovorax sp. NO-1	species	112	197	346	138	296
2630086	unclassified Veillonella	no rank	44	24	146	85	129
2992742	Hoyosella sp. YIM 151337	species	4	1	1	2	16
1774	Mycobacteroides chelonae	species	12	12	30	18	64
1469948	Kineothrix alysoides	species	76	32	50	96	243
64642	Tetragenococcus muriaticus	species	3	2	6	1	2
2530339	Tenacibaculum sp. M341	species	12	5	8	1	4
311181	Denitratisoma	genus	60	4	33	15	98
399497	Tessaracoccus flavescens	species	354	161	677	851	691
1736365	Ramlibacter sp. Leaf400	species	19	8	12	5	32
3133161	Ruminococcoides intestinihominis	species	14	60	118	60	105
2993936	Mangrovivirga halotolerans	species	16	5	0	2	7
118966	Anaerorhabdus	genus	56	60	176	77	649
3056371	Coraliomargaritaceae	family	111	14	11	32	27
67575	Rheinheimera	genus	131	142	342	464	222
1615586	Methanobacterium aggregans	species	12	5	33	1	278
1765684	Sulfoacidibacillus thermotolerans	species	7	4	24	85	49
2767222	Delftia sp. PS-11	species	25	87	106	61	125
749535	Klebsiella sp. MS 92-3	species	1	0	0	2	0
2726988	Pseudoalteromonas caenipelagi	species	1	0	0	0	0
2528000	Botrimarina hoheduenensis	species	26	3	2	6	69
3140366	Mesorhizobium sp. CAU 1741	species	5	3	4	2	26
3401725	Flavobacterium sp. XS2P39	species	13	8	9	3	16
2911007	Trichlorobacter sp.	species	108	55	63	161	273
3363961	Cryptosporangium sp. NPDC048952	species	2	1	0	1	6
452529	Streptomyces scopuliridis	species	17	91	45	13	35
862720	Paracidovorax oryzae	species	15	53	54	56	76
57479	Microvirgula	genus	56	51	216	291	365
2670337	Nocardioides speluncae	species	17	16	2	0	22
2094194	Rhodoferax sp. TS-BS-61-7	species	52	144	84	24	60
3084056	Desulfovibrio sp. 1214_IL3152	species	5	1	23	117	40
1872519	Anaerolinea sp.	species	213	85	91	33	86
915	Nitrosomonas europaea	species	30	22	30	75	68
90142	Ferroplasmaceae	family	3	1	3	1	5
1955814	Dialister sp.	species	139	128	423	313	339
2039631	Ramlibacter alkalitolerans	species	26	11	6	12	44
34103	Sphaerotilus natans	species	21	13	138	67	73
1632857	Sulfuricella sp. T08	species	16	12	7	14	33
187379	uncultured Marinobacter sp.	species	29	912	105	90	90
2748310	Hymenobacter terrestris	species	1	0	0	0	4
2509718	Sphingorhabdus profundilacus	species	148	7	2	5	32
570161	Marinifilum fragile	species	30	14	5	7	32
765840	Moraxella macacae	species	13	28	45	63	89
3074589	Vibrio sp. 2033	species	20	0	0	1	53
1144708	Pseudomonas sp. GM41(2012)	species	1	0	0	0	0
1761889	Prevotella sp. tf2-5	species	30	13	11	11	78
2735553	Chthonobacter rhizosphaerae	species	8	2	3	6	27
904190	uncultured Robinsoniella sp.	species	12	24	44	31	110
3098619	Roseateles agri	species	31	34	26	10	48
1434019	Mameliella	genus	3	3	4	0	18
133926	Olsenella uli	species	12	17	66	30	85
2528202	Parasulfuritortus cantonensis	species	42	24	17	119	91
1828668	Tychonema sp. LEGE 07199	species	6	2	0	0	6
3144975	Desulfoscipio sp. XC116	species	47	11	17	16	26
1841864	Marseilla massiliensis	species	80	32	77	31	312
1301283	Oscillatoriophycideae	subclass	127	34	37	71	274
3438913	Blautia sp. HCP3S3_G3	species	19	22	66	35	53
2599308	Crassaminicella thermophila	species	6	6	10	10	34
584607	Gaetbulibacter jejuensis	species	3	5	3	2	15
756698	Moritella sp. JT01	species	4	0	1	0	0
2755039	Devosia faecipullorum	species	9	18	52	14	22
68895	Cupriavidus basilensis	species	86	122	148	98	204
40	Stigmatella	genus	58	2	4	6	87
1548	Clostridium scatologenes	species	13	6	7	6	37
2763066	Ruminococcus intestinalis	species	15	116	113	117	252
543132	uncultured Lamprocystis sp.	species	77	17	10	33	96
2579976	Culicoidibacter larvae	species	29	46	187	94	225
281456	Thermincola ferriacetica	species	10	2	11	6	7
46679	Pseudomonas mucidolens	species	3	13	10	0	2
1892843	Cellulosilyticum sp. I15G10I2	species	49	21	48	334	102
204037	Dickeya	genus	10	6	25	19	28
1778653	Sulfuriferula	genus	32	8	9	23	62
1736603	Terrabacter sp. Root85	species	7	5	0	0	0
2283627	Ancylomarina euxinus	species	23	8	7	2	18
196818	unclassified Shewanella	no rank	36	78	72	112	117
1917870	Enterocloster hominis (ex Hitch et al. 2024)	species	11	43	54	90	54
2871705	Acidiphilium sp. PA	species	5	4	1	1	23
121734	Heliomicrobium undosum	species	34	5	2	11	15
1456591	Temperatibacter marinus	species	7	0	0	2	30
1835606	Nocardioides taihuensis	species	30	12	3	1	43
198251	Candidatus Pelagibacter	genus	38	9	29	23	76
708131	Aurantimicrobium minutum	species	22	22	23	9	22
2815806	Waltera sp.	species	139	1093	1038	1022	782
1960278	Anaerospora sp.	species	121	26	87	182	215
1486281	Roseovarius sp.	species	67	15	11	20	60
3378801	Ornithinimicrobium sp. LYQ121	species	7	6	0	1	1
2910988	Humidesulfovibrio sp.	species	123	45	101	310	332
2767879	Companilactobacillus	genus	30	720	916	282	804
2952228	Desulfomicrobium sp. ZS1	species	48	8	14	264	10
2769311	Acidovorax sp. ACV01	species	59	85	110	63	170
2712867	Pseudenhygromyxa sp. WMMC2535	species	126	12	10	12	266
3041435	Methylocapsa sp. D3K7	species	8	4	4	0	85
1795639	Aquisalinus	genus	17	3	3	1	6
213116	Desulfomicrobiaceae	family	65	14	15	544	33
1961	Streptomyces virginiae	species	4	3	0	0	8
2119	Malacoplasma muris	species	2	0	1	0	6
3032870	Lepagella muris	species	9	15	26	17	73
1768210	Vagococcus martis	species	1	0	1	1	1
2779445	Clostridium sp. 'deep sea'	species	34	22	17	19	39
2620051	unclassified Methanothrix	no rank	34	9	17	50	23
1704307	Candidatus Xiphinematobacter sp. Idaho Grape	species	21	1	3	10	55
258	Sphingobacterium spiritivorum	species	35	29	38	13	132
2004506	Lewinella sp.	species	110	27	12	12	96
2763056	Oscillibacter hominis	species	15	18	15	12	109
1748258	uncultured Alsobacter sp.	species	64	22	23	24	1278
2763033	Christensenella tenuis	species	34	11	29	34	72
2826938	Brucella/Ochrobactrum group	no rank	68	1109	2018	361	2158
526588	Vibrio ostreicida	species	2	1	9	5	3
453220	Desulfogranum marinum	species	56	24	64	617	120
744406	Sphaerotilus hippei	species	53	36	89	47	100
693075	Caldisericum exile	species	54	25	12	33	21
1389005	Sulfitobacter sp. SK012	species	3	2	1	0	1
3062276	Mucilaginibacter sp. BT774	species	10	5	3	0	30
2497686	Candidimonas sp. SYP-B2681	species	128	2	6	4	9
1641870	Mucilaginibacter sp. L196	species	15	8	7	2	10
2615206	unclassified Aureimonas	no rank	9	14	12	6	22
210622	Anoxynatronum	genus	38	10	44	85	38
29536	Flavobacterium succinicans	species	110	241	324	27	531
2763672	Simiaoa sunii	species	18	71	84	101	45
453959	Enterococcus camelliae	species	12	30	134	23	40
177400	Anaerophaga thermohalophila	species	119	77	26	68	118
2841525	Pseudoflavonifractor sp. MSJ-30	species	158	1376	1724	720	1158
3133967	Iodidimonas sp. SYSU 1G8	species	29	6	5	9	76
3243599	Mesorhizobium sp. 1B3	species	4	7	5	4	38
1285929	Niabella hirudinis	species	52	9	15	5	43
2768039	uncultured Duncaniella sp.	species	159	109	306	263	981
535	Chromobacterium	genus	74	54	123	147	208
2866595	Stenotrophomonas sp. Marseille-Q4652	species	11	8	18	59	35
673954	Arsenicicoccus piscis	species	61	464	1079	23	1030
2986147	Mycobacterium sp. 94-17	species	2	1	0	0	6
1521931	Cricetibacter osteomyelitidis	species	6	1	3	90	2
252970	Paraburkholderia phenoliruptrix	species	10	15	8	10	38
3071712	Chryseobacterium sp. MP_3.2	species	39	1066	192	37	77
683124	Flavobacterium haoranii	species	31	19	34	152	88
2766779	Hymenobacter sp. BT491	species	4	2	2	0	4
656	Aeromonas allosaccharophila	species	36	9	74	106	68
551759	Aromatoleum	genus	82	13	27	70	207
2668068	Halapricum sp. CBA1109	species	1	1	0	0	3
708132	Oligoflexus tunisiensis	species	38	8	16	7	87
101	Flectobacillus	genus	48	19	22	10	29
69279	Aquamicrobium defluvii	species	7	9	12	12	34
175570	Virgisporangium aurantiacum	species	25	9	4	3	43
365533	Belnapia moabensis	species	12	3	1	4	17
2668065	Lacticaseibacillus zhaodongensis	species	2	6	4	0	5
1353976	Neochlamydia sp. S13	species	1	0	0	0	3
1349	Streptococcus uberis	species	14	73	375	255	137
3159652	Salmonella sp. s51228	species	61	417	135	109	220
1076588	Thiolapillus brandeum	species	27	5	2	7	40
198706	Lampropedia hyalina	species	15	62	45	92	51
2619133	unclassified Chitinophaga	no rank	74	30	11	35	121
1191479	Magnetococcaceae	family	9	0	1	9	10
1955620	Hymenobacter sp. CRA2	species	15	1	2	2	17
2060723	Labilibaculum sp.	species	53	21	20	16	56
2599616	Reyranella sp. CPCC 100927	species	55	36	23	112	229
307249	uncultured Sporomusa sp.	species	64	9	72	67	96
352475	Shinella zoogloeoides	species	41	403	1052	615	2060
3400417	Limisphaera sp. 4302-co	species	275	36	15	32	96
483013	Tritonibacter scottomollicae	species	32	1	2	0	7
2292766	Persicimonas caeni	species	117	8	11	10	224
1602338	Emcibacter	genus	8	0	2	2	18
2736295	Prevotella sp. PTAC	species	1	1	1	0	6
1769250	Roseateles oligotrophus	species	55	35	76	20	112
2633855	unclassified Chloroflexus	no rank	16	4	6	5	27
1918613	uncultured Muribaculum sp.	species	52	80	148	74	258
3368557	Amaricoccus sp. B4	species	5	4	5	2	30
1514948	Novosphingobium marinum	species	66	12	4	8	55
2268458	Desertibaculum subflavum	species	54	3	5	8	270
1120705	Sphingopyxis sp. LC363	species	1	7	0	0	6
1609595	Microseira	genus	15	7	3	6	14
2946593	Oxalobacter aliiformigenes	species	45	232	124	110	55
3095358	Patulibacter defluvii	species	8	0	4	2	310
2638817	unclassified Lacihabitans	no rank	169	18	9	4	27
1736505	Acidovorax sp. Root267	species	21	70	91	31	85
506591	Leisingera caerulea	species	3	0	4	1	3
157076	Trichococcus collinsii	species	223	196	265	91	119
2501299	Ancylomarina salipaludis	species	11	9	3	6	24
2482751	Stutzerimonas nitrititolerans	species	42	28	97	126	120
1351	Enterococcus faecalis	species	130	647	1271	613	563
809	Chlamydiaceae	family	5	2	0	2	10
2054315	Nemorincola caseinilytica	species	107	34	35	7	83
626119	Ruania	genus	3	6	4	1	49
1396418	Verrucomicrobium sp. BvORR034	species	161	20	14	35	197
1490041	Sphingorhabdus arenilitoris	species	5	4	7	7	12
3034017	Sphingomonas sp. AOB5	species	7	5	2	5	17
