taxonomy_id	name	rank	USA.74g_ERR1713404_db6.diamond	USA.74f_ERR1713403_db6.diamond	USA.74e_ERR1713402_db6.diamond	USA.74i_ERR1713406_db6.diamond	USA.74h_ERR1713405_db6.diamond
2171995	Candidatus Nanosyncoccus	genus	3	8	19	121	48
1249999	Lacinutrix sp. Hel_I_90	species	10	26	29	17	76
1848693	Microbacterium sp. MYb72	species	1	0	2	1	2
1051	Ectothiorhodospira	genus	4	50	22	223	60
2478471	Candidatus Methanodesulfokora washburnensis	species	1	11	6	18	19
1566289	Lutibacter sp. Hel_I_33_5	species	2	8	6	15	42
2989714	Acinetobacter entericus	species	4	1	26	15	21
1069161	Vogesella fluminis	species	4	5	10	24	82
1499973	Escherichia marmotae	species	7	3	18	9	42
2950184	Adonisia turfae	species	3	4	4	51	12
995050	Desulfobaculum xiamenense	species	6	23	13	18	63
543527	Saccharothrix variisporea	species	1	0	1	30	1
3342349	Rhabdochlamydiaceae symbiont of Dictyostelium giganteum	species	2	4	8	18	20
291193	Gelidibacter salicanalis	species	1	4	17	17	79
1872103	Acidaminococcus sp.	species	10	4	17	96	78
395519	uncultured Dietzia sp.	species	2	0	2	18	13
2697	Heliobacterium	genus	4	6	11	33	46
1938587	Kiloniella sp.	species	1	4	6	71	22
1262805	Clostridium sp. CAG:43	species	3	1	17	7	34
1940790	Sedimentisphaera cyanobacteriorum	species	4	25	8	54	64
3064889	Halobacillus rhizosphaerae	species	5	2	3	12	17
283877	Leucobacter chromiireducens	species	3	8	13	85	123
401558	Deinococcus cellulosilyticus	species	2	0	4	20	22
59406	Aromatoleum evansii	species	9	8	21	118	177
2320866	Pseudomonas cavernicola	species	8	4	9	11	28
82347	Facklamia languida	species	2	0	5	3	1
173973	uncultured Photobacterium sp.	species	1	0	4	95	16
1276757	Paracoccus siganidrum	species	4	6	10	6	21
2171982	Candidatus Nanosyncoccalia	class	4	7	17	168	131
3051137	Paracidovorax	genus	24	20	81	155	376
861534	Flavisphingomonas formosensis	species	6	24	15	71	30
2981783	Blautia acetigignens	species	9	9	55	17	20
1936787	Pseudopedobacter sp.	species	3	1	6	9	29
2709381	Pseudotabrizicola algicola	species	4	21	7	42	23
3134792	Stenotrophomonas sp. G106K1	species	1	0	0	1	2
2583820	Ruegeria sediminis	species	1	0	1	4	3
1736433	Rhizobacter sp. Root1221	species	7	8	15	16	30
1348	Streptococcus parauberis	species	46	39	304	82	213
1121832	Fodinicurvata sediminis	species	1	1	5	28	14
1964365	Sneathiella sp.	species	5	11	11	81	53
933059	Gemmobacter aquatilis	species	3	17	11	82	112
2781983	Brachybacterium epidermidis	species	1	2	1	12	11
854	Fusobacterium russii	species	6	11	12	13	113
53501	Thalassovita gelatinovora	species	1	0	2	1	2
2818037	Snodgrassella sp. B3882	species	3	5	20	11	61
2528023	Urbifossiella limnaea	species	17	56	57	562	99
48256	Ruminiclostridium hungatei	species	5	11	13	25	158
1662864	Nioella aestuarii	species	1	1	2	0	1
661979	Brachybacterium squillarum	species	3	1	5	15	8
370959	Sphingomonas mucosissima	species	5	2	6	0	9
869806	Marivirga	genus	2	5	6	56	82
1543	Clostridium oceanicum	species	2	9	4	15	28
2562683	Flavobacterium humi	species	4	2	6	18	22
3015177	Phenylobacterium sp. NIBR 498073	species	20	149	148	128	148
863449	Cytobacillus purgationiresistens	species	1	0	0	1	3
155865	Eubacterium pyruvativorans	species	8	16	22	119	52
1926868	Paenacidovorax monticola	species	22	8	488	230	512
662548	Variovorax sp. RA8	species	4	8	13	80	73
3242692	Egicoccus sp. AB-alg6-2	species	1	2	3	42	2
3039180	Metallumcola ferriviriculae	species	4	4	12	21	67
2548455	Clostridium cuniculi	species	4	2	6	10	16
84531	Lysobacter antibioticus	species	1	1	5	16	29
2878153	Caballeronia sp. TF1N1	species	3	25	65	46	56
29545	Azoarcus indigens	species	3	6	26	32	68
90060	Aromatoleum toluolicum	species	5	7	15	51	107
535907	Sphingomonas jinjuensis	species	2	1	2	10	5
3435409	Paenibacillus sp. SN-8-1	species	2	0	0	3	4
540272	uncultured Aquitalea sp.	species	1	2	5	5	28
1903412	Hafniaceae	family	23	18	95	253	2006
1914305	Desulfurobacterium indicum	species	3	0	1	0	1
889282	Polyangium spumosum	species	3	7	8	66	13
41986	Agromyces mediolanus	species	4	5	2	19	10
68892	Streptococcus infantis	species	13	8	60	16	46
2633649	unclassified Butyricicoccus	no rank	6	0	15	25	35
1229268	Salinibacillus xinjiangensis	species	2	0	0	0	8
249351	Flavobacterium psychrolimnae	species	4	1	4	7	16
3120278	Singulisphaera sp. Ch08	species	3	38	19	146	21
2654983	Paraburkholderia franconis	species	4	0	0	10	5
2355	unidentified bacterial endosymbiont	species	2	3	6	3	6
1936156	Roseibium sp.	species	2	19	18	309	84
2021466	Sellimonas sp.	species	2	3	7	7	12
2004	Streptosporangiaceae	family	9	46	24	2565	116
3070999	Tissierella sp. MB52-C2	species	8	2	2	10	38
2866583	Marinilactibacillus sp. Marseille-P9653	species	2	0	1	0	1
44259	Filifactor	genus	4	0	2	5	37
3154447	Lentzea sp. NPDC003310	species	1	0	1	3	1
2941513	Anaerocaecibacter muris	species	8	12	21	86	236
2666138	Caproicibacterium lactatifermentans	species	2	1	13	52	38
1473598	Paludibaculum fermentans	species	13	62	31	232	94
47055	Dethiosulfovibrio peptidovorans	species	3	11	19	16	51
1523503	Pseudomonas sp. ML96	species	2	1	7	1	15
3096526	Sphingomonas sp. CFBP8993	species	1	1	0	0	4
3027807	Paenibacillus thermotolerans	species	2	4	0	15	5
2135635	Acidovorax sp. 100	species	29	19	104	109	394
336277	Roseicyclus	genus	1	3	0	6	2
110539	Mycolicibacterium vanbaalenii	species	3	5	18	74	18
1517702	Gordonia jinhuaensis	species	5	3	2	13	13
136841	Pseudomonas aeruginosa group	species group	10	13	44	119	166
3056122	Arthrobacter sp. lap29	species	1	0	0	2	0
84565	Sodalis	genus	1	3	5	9	26
2292960	Blautia sp. AF19-1	species	4	4	32	16	23
2636738	unclassified Cohnella	no rank	5	14	6	54	35
1907658	Bacteroides ilei	species	1	0	2	9	39
3402172	Carnimonas bestiolae	species	2	1	2	22	4
2057741	Bradyrhizobium sp. SK17	species	1	3	9	10	7
1748367	Nakamurella endophytica	species	1	3	17	107	30
2056863	Acidovorax sp. HMWF029	species	3	10	27	86	205
1675792	Acidovorax cavernicola	species	2	4	13	19	70
1944660	Parvimonas sp.	species	2	1	1	3	6
2603891	Methylobacterium sp. WL103	species	1	0	0	3	5
3395370	Gluconacetobacter sp. Hr-1-5	species	5	7	12	5	18
2981780	Bacteroides cellulolyticus	species	5	0	25	12	135
1907311	Janthinobacterium sp. TND4EL3	species	22	575	39	71	123
1649495	Seonamhaeicola	genus	1	0	1	3	6
529881	Aquiluna	genus	11	12	32	89	32
2502238	Pseudomonas sp. D(2018)	species	1	0	1	3	10
3056374	Cerasicoccaceae	family	6	49	21	757	101
555500	Galbibacter marinus	species	1	1	7	7	21
1946361	Clostridium sp. UBA4548	species	2	0	0	3	12
1855300	Polaromonas sp. OV174	species	6	15	29	146	243
2614952	unclassified Terasakiella	no rank	1	0	0	15	8
2730080	Fundidesulfovibrio magnetotacticus	species	12	41	44	58	134
1430326	Mycobacterium decipiens	species	1	2	1	8	0
3075609	Banduia mediterranea	species	2	5	3	22	11
3157037	Streptomyces sp. NPDC005349	species	4	10	23	75	91
3101751	Pseudomonas spirodelae	species	11	1	8	13	48
3041766	Tessaracoccus lacteus	species	17	31	71	40	84
3134134	Prosthecobacter sp. SYSU 5D2	species	13	62	34	402	112
231052	Saccharibacter	genus	2	1	0	1	1
2662066	Roseimaritima sediminicola	species	2	10	5	62	12
2815339	Agrobacterium burrii	species	2	0	1	0	0
81425	Desulfovibrio aminophilus	species	15	17	44	56	318
35761	Nocardioides sp.	species	44	178	188	7563	442
195964	Asanoa	genus	1	4	1	151	5
3101277	Candidatus Poriferisodalis sp.	species	10	22	18	525	51
1736399	Nostocoides sp. Soil756	species	1	2	2	118	8
2962592	Acidovorax sp. PRC11	species	6	6	25	17	70
529810	Dokdonella soli	species	4	20	21	116	231
1977872	Acinetobacter sp. ANC 4654	species	6	5	33	19	79
2590900	Tenuifilum thalassicum	species	6	16	48	39	225
423350	Mucilaginibacter gracilis	species	1	2	7	24	54
2747268	Dyadobacter sandarakinus	species	1	2	1	22	11
2815774	Hornefia	genus	7	10	20	49	36
109258	Desulfacinum hydrothermale	species	6	31	10	37	18
3344661	Acinetobacter sp. BSP-28	species	6	3	32	24	28
3066325	Spiroplasma endosymbiont of Nomada ruficornis	species	3	5	20	0	25
2509361	Qipengyuania thermophila	species	1	0	3	18	5
1410617	Ruminococcus sp. FC2018	species	7	5	8	24	42
2587022	Mucilaginibacter sp. SG564	species	1	0	0	0	0
1929292	Nevskia sp.	species	4	16	10	186	107
203471	Tepidiphilus margaritifer	species	10	2	8	52	40
1871002	Acidaminococcus timonensis	species	10	6	27	94	54
1935119	Candidatus Hecatella orcuttiae	species	3	16	5	12	8
459471	Flavobacterium tiangeerense	species	7	18	52	5	123
31	Myxococcaceae	family	30	71	109	766	278
2908005	Flavobacterium sp. SM15	species	4	2	8	12	32
1469144	Carbonactinospora thermoautotrophica	species	2	8	7	506	18
2912856	Geomonas sp. Red32	species	6	41	20	116	58
230666	Chitinibacter	genus	6	3	4	43	61
1965544	Flavonifractor sp. An112	species	4	3	8	15	40
3052086	Propionimicrobium sp. PCR01-08-3	species	11	12	30	62	97
1232681	Lunatimonas lonarensis	species	2	4	4	14	12
467085	Candidatus Symbiothrix dinenymphae	species	10	26	19	32	404
45074	Legionella santicrucis	species	2	0	2	18	4
3385905	Acidocellaceae	family	7	2	30	33	92
426128	Natronincola peptidivorans	species	7	9	3	25	93
113268	Bathymodiolus platifrons methanotrophic gill symbiont	species	5	4	8	34	29
980561	Methylomonas lenta	species	2	0	4	29	54
3155568	Streptomyces sp. NPDC002130	species	1	1	2	1	2
76936	Helicobacter typhlonius	species	6	4	5	15	24
2601107	Acinetobacter sp. YH12120	species	6	3	25	6	8
2582648	Streptococcus sp. 2579	species	1	0	1	0	7
2774672	Enterococcus sp. DIV1420a	species	12	25	35	6	69
1002546	uncultured Cohaesibacter sp.	species	2	10	22	36	78
35703	Citrobacter amalonaticus	species	18	30	128	36	147
2008318	Sphingobium algorifonticola	species	2	3	5	23	16
28112	Tannerella forsythia	species	19	7	21	153	462
930854	Enterococcus viikkiensis	species	1	1	2	1	3
100716	Chloroherpeton thalassium	species	8	15	17	82	85
2599308	Crassaminicella thermophila	species	4	3	2	4	29
2873964	Psittacicella	genus	2	4	19	7	80
33050	Sphingopyxis macrogoltabida	species	17	23	59	371	109
2884874	Thermomonas paludicola	species	6	10	20	92	122
1970307	Acidovorax sp. 16-64-162	species	7	4	14	450	1055
1574262	Sutterella sp. KLE1602	species	7	20	14	9	124
1913979	Microcella sp.	species	7	144	26	204	69
1478134	Novosphingobium sp. KN65.2	species	3	2	2	28	8
1293440	Kaistia hirudinis	species	7	107	68	61	44
2043171	Pseudanabaena sp. BC1403	species	2	0	1	1	3
1962910	Bryobacteraceae	family	4	16	18	37	54
2321398	uncultured Tyzzerella sp.	species	6	1	10	15	24
1608896	Neisseria sp. HMSC70E02	species	3	11	15	0	43
33940	Geobacillus thermodenitrificans	species	7	5	5	38	16
1963862	Marispirochaeta aestuarii	species	11	64	32	82	152
1481894	Leucothrix arctica	species	14	6	14	67	10
290513	Prosthecochloris sp.	species	2	8	6	45	17
33051	Sphingomonas sanguinis	species	9	2	8	20	12
1605892	Dysgonomonas alginatilytica	species	28	17	45	73	417
2916693	Desulforamulus	genus	6	19	31	11	87
2914163	Lawsonibacter sp. OA9	species	1	2	1	10	14
2562682	Mangrovimicrobium sediminis	species	1	4	5	81	18
1937974	Bernardetia sp.	species	3	4	59	22	20
1727145	Anaerocolumna chitinilytica	species	14	13	21	55	70
52442	Nitrosomonas nitrosa	species	3	6	8	382	46
259304	uncultured Ruegeria sp.	species	2	5	5	48	14
1924110	Massilimicrobiota	genus	8	4	7	18	24
2862681	Microbacterium sp. EST19A	species	1	1	0	1	1
76890	Asticcacaulis	genus	11	62	34	156	228
1965316	Moheibacter sp.	species	13	20	13	54	144
2665644	Paracoccus lichenicola	species	2	2	4	6	7
386414	Hoylesella timonensis	species	3	5	11	31	90
2813570	Pseudomonas sp. 95_A	species	1	2	4	7	20
693075	Caldisericum exile	species	7	670	34	15	20
158749	uncultured Caulobacter sp.	species	3	20	25	156	41
433663	Nocardioides islandensis	species	2	2	0	52	4
2601087	Acinetobacter sp. YH12098	species	1	1	11	0	11
2213016	Acinetobacter sp. WCHAc060042	species	2	4	9	2	10
2302931	Dysgonomonas sp. 520	species	8	10	17	87	973
137730	Falseniella ignava	species	12	3	8	14	8
2650811	Silvimonas sp.	species	12	6	30	39	222
2015316	Bosea sp. AS-1	species	3	8	24	101	40
1736518	Duganella sp. Root336D2	species	1	1	2	1	7
3072141	Bradyrhizobium sp. LHD-71	species	2	38	24	324	92
2949967	Clostridium sp. ZBS18	species	1	2	2	4	4
1852776	Perlucidibaca aquatica	species	1	2	7	59	26
341027	Sphingobacterium sp.	species	8	8	32	60	97
197482	Malaciobacter halophilus	species	14	1	3	8	55
343	Xanthomonas translucens	species	5	7	20	28	106
735331	Leptothrix ochracea	species	4	5	15	115	73
59277	Methanobacterium subterraneum	species	2	5	7	8	3
2795691	Nitratiruptoraceae	family	42	4	11	5	25
2079532	Paenibacillus faecalis	species	1	0	1	4	6
3156748	Streptomyces sp. NPDC006307	species	6	11	10	134	43
211434	uncultured Devosia sp.	species	2	4	4	13	7
2717496	Pseudomonas sp. WS 5407	species	1	0	1	10	21
1198245	Micromonospora avicenniae	species	1	0	0	0	1
3273234	Acinetobacter sp. AL9	species	3	1	21	10	23
286104	Winogradskyella	genus	8	29	33	91	199
522259	Dyella terrae	species	1	1	0	9	6
2633351	unclassified Dechloromonas	no rank	26	29	79	139	520
1534747	Sporomusa sp. GT1	species	4	8	20	7	34
302980	Paenibacillus sp. MY03	species	1	5	2	2	7
1177574	Prevotella jejuni	species	18	48	86	182	150
28171	Vibrio aestuarianus	species	6	2	25	9	15
1813606	Balneolaceae	family	10	63	34	258	142
432330	Tumebacillus	genus	5	7	11	17	27
2849179	Collinsella sp. MSK.8.10	species	1	3	19	2	16
2641955	unclassified Persephonella	no rank	2	5	2	11	9
3388267	Nocardioides terrisoli	species	3	5	21	126	3
2780079	Moraxella sp. K127	species	4	1	11	3	6
1776034	Coralloluteibacterium stylophorae	species	1	1	1	16	25
680378	Natranaerovirga hydrolytica	species	8	4	16	23	73
2066019	Ohtaekwangia sp.	species	10	2	13	43	94
2871171	Sphingopyxis jiangsuensis	species	1	1	2	3	5
233055	Desulfitobacterium dichloroeliminans	species	6	3	22	38	73
296832	uncultured Xylophilus sp.	species	5	4	13	45	145
1926292	Tardiphaga sp.	species	6	5	9	68	41
2760713	Lacibacter sediminis	species	1	2	4	63	18
2601113	Acinetobacter sp. YH12128	species	3	4	22	12	24
1816689	Sutterella massiliensis	species	3	4	4	51	38
2508885	Vagococcus silagei	species	1	0	7	25	10
369798	Methylocystis hirsuta	species	2	1	2	37	8
2758575	Schaalia sp. JY-X159	species	41	83	253	948	2238
61593	Thiorhodovibrio	genus	1	29	14	1732	51
1768003	Paenibacillus pinistramenti	species	2	2	3	6	8
1187851	Rhodovulum sp. PH10	species	3	14	7	18	10
2572902	Synechococcus sp. Ace-Pa	species	1	0	1	2	0
2293004	Clostridium sp. AF22-10	species	12	3	32	38	51
1348774	Croceicoccus naphthovorans	species	2	2	5	74	13
1771310	Sphingoaurantiacus capsulatus	species	11	20	448	160	221
3398613	Solidesulfovibrio sp. C21	species	30	58	98	59	276
450801	Amycolatopsis pigmentata	species	1	3	0	30	2
1898105	Paludibacter sp.	species	16	13	28	88	1586
264641	Desulfitibacter alkalitolerans	species	11	21	48	50	121
1715105	Aerococcus sp. HMSC062A02	species	1	1	0	2	3
159291	Alkalispirochaeta americana	species	4	8	3	12	23
2684113	Candidatus Pelagisphaera phototrophica	species	5	21	18	71	27
1501392	Coprobacter secundus	species	3	3	10	26	127
330836	Nostocoides veronense	species	17	32	74	289	432
2864212	Shewanella acanthi	species	1	1	2	2	1
3003664	Streptococcus sp. 27098_8_69	species	2	5	16	6	10
1826909	Pedobacter psychrophilus	species	4	0	5	20	48
2237	Haloarcula	genus	1	6	2	31	6
2501299	Ancylomarina salipaludis	species	1	3	5	9	59
2994474	Pedobacter sp. MC2016-05	species	1	0	3	2	4
2762729	Novosphingopyxis iocasae	species	1	0	1	3	0
3234132	Aestuariibius violaceus	species	4	13	12	0	6
3154919	Nonomuraea sp. NPDC046802	species	1	0	0	2	1
29360	Cellulosilyticum lentocellum	species	4	3	4	14	85
170679	Vibrio chagasii	species	3	0	0	9	3
2785387	Stenotrophomonas sp. 232	species	1	0	0	0	1
2034765	Massilibacteroides	genus	6	1	7	34	263
2748319	Flavobacterium sp. I3-2	species	7	4	4	18	36
465721	Steroidobacter denitrificans	species	17	46	11	106	45
1543721	Sedimenticola thiotaurini	species	3	1	2	88	6
3018743	Holtiella tumoricola	species	4	2	3	16	18
1547922	Piscinibacter sakaiensis	species	7	20	36	156	98
28088	Legionella wadsworthii	species	1	1	2	2	4
1610747	uncultured Jatrophihabitans sp.	species	1	5	8	212	18
2579792	Rummeliibacillus sp. SL167	species	1	0	2	1	8
1522310	Mobilicoccus massiliensis	species	1	3	14	54	45
349931	Clostridium cavendishii	species	5	3	10	20	60
237612	Sphingomonas panni	species	2	1	4	6	11
2824119	Ideonella aquatica	species	1	4	7	20	25
2775269	Microbacterium sp. CFBP 8794	species	1	0	2	1	0
2796469	Mycolicibacterium xanthum	species	1	1	3	145	1
1406	Paenibacillus polymyxa	species	10	25	92	96	161
1050370	Thiomonas sp. X19	species	7	2	17	51	119
1774954	Novosphingobium profundi	species	2	1	4	18	11
237779	uncultured Haemophilus sp.	species	10	6	40	44	69
3402633	Mycobacterium sp. smrl_JER01	species	1	0	7	23	1
2022662	Superficieibacter electus	species	1	1	2	9	13
2686078	Winogradskyella schleiferi	species	1	1	1	7	11
2865782	Desulfoferrobacter suflitae	species	17	237	57	231	91
549687	Cytobacillus horneckiae	species	3	5	3	11	15
1799477	Amphibiibacter pelophylacis	species	6	4	10	121	84
3073561	Undibacterium cyanobacteriorum	species	2	1	1	8	13
2692827	Microcoleus sp. FACHB-831	species	3	0	4	18	11
651560	Brevibacillus nitrificans	species	1	2	2	4	6
303379	Herminiimonas	genus	8	12	16	70	107
3074898	Pontibacter sp. G13	species	3	7	14	96	87
118968	Coxiellaceae	family	4	37	13	41	17
1872627	Archangium sp.	species	9	25	28	237	53
2981629	Alitiscatomonas	genus	7	8	50	5	63
48467	Prosthecobacter debontii	species	9	60	40	496	50
3405232	Planctomycetia incertae sedis	no rank	4	18	13	133	27
3133697	Aminobacter sp. P9b	species	1	0	0	4	4
2989831	Aeromonas sp. QDB30	species	1	0	1	0	21
2590021	Sulfurimonas xiamenensis	species	20	1	6	29	158
1211114	Pseudoxanthomonas sp. GW2	species	1	1	7	4	9
930138	Aliicoccus persicus	species	9	2	1	6	13
2023265	Flavobacterium soyangense	species	8	12	10	15	113
1934947	Immundisolibacter	genus	6	3	5	50	26
417203	Mycetohabitans endofungorum	species	2	0	0	1	0
2702	Gardnerella vaginalis	species	7	1	20	14	80
71667	Waddlia chondrophila	species	4	32	28	91	42
2066434	Geminicoccaceae	family	11	36	73	57	33
710648	Acinetobacter sp. Tol 5	species	1	0	0	1	0
1975705	Psychrobacter sp. FDAARGOS_221	species	2	5	9	59	6
622674	Desulfitispora alkaliphila	species	27	20	45	52	114
2507160	Aminipila luticellarii	species	15	23	36	91	174
543615	Solitalea koreensis	species	2	3	4	22	26
1962978	Povalibacter sp.	species	11	16	13	120	47
67367	Streptomyces tanashiensis	species	1	0	7	5	1
2259	Thermococcaceae	family	7	34	11	59	45
1888209	Nonlabens sp.	species	7	8	52	112	197
333708	Sphingosinicella soli	species	2	5	7	15	9
1111130	Prevotella sp. BV3P1	species	4	1	15	2	23
3004129	Thermodesulfomicrobium sp. WS	species	12	26	25	43	147
2817751	Phycicoccus sp. 3266	species	4	8	10	51	50
2945105	Halomonas gemina	species	10	10	195	11	92
28108	Alteromonas macleodii	species	4	2	1	16	42
1240085	Anaerovibrio sp. JC8	species	4	2	15	83	34
526215	Thalassobaculum	genus	4	5	6	2383	113
2665222	Ponticaulis profundi	species	3	6	8	14	8
2625420	unclassified Kineothrix	no rank	1	0	2	3	14
33905	Bifidobacterium thermophilum	species	12	22	101	21	57
392018	Methanobacterium alcaliphilum	species	2	8	5	37	8
2320140	Arcobacter peruensis	species	3	0	1	10	55
47670	Lautropia	genus	11	19	41	98	125
3040201	Helicobacter felistomachi	species	2	1	6	0	12
3070677	Neobacillus sp. PS3-12	species	1	0	0	3	10
3155596	Streptosporangium sp. NPDC006013	species	7	11	44	222	177
690417	Paracoccus sphaerophysae	species	14	60	77	87	169
2017437	Thiolapillus sp.	species	15	70	149	539	208
2494702	Enterobacter huaxiensis	species	2	2	7	9	16
240521	Rhizobium daejeonense	species	8	19	85	19	34
396015	Rothia terrae	species	1	1	2	17	7
3025503	Massilia sp. S19_KUP03_FR1	species	4	3	5	18	25
414	Methylococcus capsulatus	species	3	8	14	147	41
1017	Capnocytophaga gingivalis	species	5	5	24	25	94
3031301	Parachitinimonas caeni	species	9	13	27	158	108
2305989	Sphingorhabdus sp. Alg239-R122	species	1	0	2	4	4
1912897	Blautia argi	species	5	0	17	0	23
192	Azospirillum brasilense	species	4	7	15	76	95
2064846	Desertimonas flava	species	11	27	25	521	100
2005072	Psychromonas aquatilis	species	3	0	0	2	2
1346319	Candidatus Trichorickettsia mobilis	species	5	14	11	111	28
45663	Desulfohalobium retbaense	species	5	21	6	26	44
421058	Chryseobacterium oranimense	species	7	7	34	13	56
2826994	Sulfurovum sp. TSL1	species	5	1	3	3	37
28100	Phyllobacterium	genus	2	12	11	56	31
2722704	Flavobacterium selenitireducens	species	2	2	2	12	36
1348613	Vallitalea pronyensis	species	11	12	17	28	82
2292971	Blautia sp. AM23-13AC	species	7	8	27	9	26
2993564	Methylococcus mesophilus	species	2	6	7	417	52
3231903	Methylococcus sp. ANG	species	2	8	13	147	53
79884	Alkalihalobacillus pseudalcaliphilus	species	1	0	0	1	4
