	ALB.17_ERR1713331_db11.ganon_report.tre	AUS.18_ERR1713332_db11.ganon_report.tre	AUS.18a_ERR1713333_db11.ganon_report.tre	AUT.70_ERR1713334_db11.ganon_report.tre	BGR.66_ERR1713335_db11.ganon_report.tre	BRA.53_ERR1713336_db11.ganon_report.tre	BRA.53a_ERR1713337_db11.ganon_report.tre	BWA.19_ERR1713338_db11.ganon_report.tre	CAN.22_ERR1713339_db11.ganon_report.tre	CAN.22a_ERR1713340_db11.ganon_report.tre	CAN.22b_ERR1713341_db11.ganon_report.tre	CAN.22c_ERR1713342_db11.ganon_report.tre	CHE.67_ERR1713343_db11.ganon_report.tre	CHN.64_ERR1713344_db11.ganon_report.tre	CIV.13_ERR1713345_db11.ganon_report.tre	COL.2_ERR1713346_db11.ganon_report.tre	CZE.23_ERR1713347_db11.ganon_report.tre	DEU.27_ERR1713348_db11.ganon_report.tre	DNK.71_RA_ERR1713349_db11.ganon_report.tre	DNK.71_RD_ERR1713350_db11.ganon_report.tre	DNK.71_RL_ERR1713351_db11.ganon_report.tre	ECU.14_ERR1713352_db11.ganon_report.tre	ECU.14a_ERR1713353_db11.ganon_report.tre	ESP.75_ERR1713354_db11.ganon_report.tre	ETH.24_ERR1713355_db11.ganon_report.tre	FIN.25_ERR1713356_db11.ganon_report.tre	GEO.59_ERR1713357_db11.ganon_report.tre	GHA.4_ERR1713358_db11.ganon_report.tre	HRV.68_ERR1713360_db11.ganon_report.tre	HUN.61_ERR1713361_db11.ganon_report.tre	IND.11_ERR1713362_db11.ganon_report.tre	IRL.69_ERR1713363_db11.ganon_report.tre	IRN.12_ERR1713364_db11.ganon_report.tre	ISL.28_ERR1713365_db11.ganon_report.tre	ISR.29_ERR1713366_db11.ganon_report.tre	ITA.30_ERR1713367_db11.ganon_report.tre	KAZ.6_ERR1713368_db11.ganon_report.tre	KEN.72_ERR1713369_db11.ganon_report.tre	KHM.21_ERR1713370_db11.ganon_report.tre	LKA.40_ERR1713371_db11.ganon_report.tre	LUX.32_ERR1713372_db11.ganon_report.tre	LVA.31_ERR1713373_db11.ganon_report.tre	MDA.65_ERR1713374_db11.ganon_report.tre	MKD.62_ERR1713375_db11.ganon_report.tre	MLT.63_ERR1713376_db11.ganon_report.tre	MYS.54_ERR1713377_db11.ganon_report.tre	NGA.50_ERR1713378_db11.ganon_report.tre	NLD.43_ERR1713379_db11.ganon_report.tre	NOR.34_ERR1713380_db11.ganon_report.tre	NPL.33_ERR1713381_db11.ganon_report.tre	NZL.56_ERR1713382_db11.ganon_report.tre	PAK.7_ERR1713384_db11.ganon_report.tre	PER.35_ERR1713385_db11.ganon_report.tre	POL.36_ERR1713383_db11.ganon_report.tre	SEN.8_ERR1713386_db11.ganon_report.tre	SGP.52_ERR1713387_db11.ganon_report.tre	SRB.37_ERR1713388_db11.ganon_report.tre	SVK.9_ERR1713389_db11.ganon_report.tre	SVN.38_ERR1713390_db11.ganon_report.tre	SWE.41_ERR1713391_db11.ganon_report.tre	SWE.41a_ERR1713392_db11.ganon_report.tre	TCD.1_ERR1713393_db11.ganon_report.tre	TGO.44_ERR1713394_db11.ganon_report.tre	TUR.46_ERR1713395_db11.ganon_report.tre	TZA.15_ERR1713396_db11.ganon_report.tre	USA.74_ERR1713397_db11.ganon_report.tre	USA.74a_ERR1713398_db11.ganon_report.tre	USA.74b_ERR1713399_db11.ganon_report.tre	USA.74c_ERR1713400_db11.ganon_report.tre	USA.74d_ERR1713401_db11.ganon_report.tre	USA.74e_ERR1713402_db11.ganon_report.tre	USA.74f_ERR1713403_db11.ganon_report.tre	USA.74g_ERR1713404_db11.ganon_report.tre	USA.74h_ERR1713405_db11.ganon_report.tre	USA.74i_ERR1713406_db11.ganon_report.tre	VNM.48_ERR1713407_db11.ganon_report.tre	XK.60_ERR1713408_db11.ganon_report.tre	ZAF.39_ERR1713409_db11.ganon_report.tre	ZMB.49_ERR1713410_db11.ganon_report.tre	ZMB.49b_ERR1713411_db11.ganon_report.tre
Methylacidimicrobium	0	0	2	0	0	0	0	0	0	0	0	14	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	1	1	0	0	1	0	0	0	0	0	0	0	23	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Pseudophaeobacter	12	1	1	3	3	0	0	3	0	0	5	288	15	0	0	0	4	3	26	26	8	1	2	3	1	4	1	0	12	0	1	70	1	16	1	21	4	1	0	1	40	0	2	1	13	0	1	2	22	3	36	7	3	7	2	1	153	4	12	24	15	0	2	1	4	11	20	3	0	11	7	0	1	15	3	6	13	3	2	0
Gemycircularvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halapricum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Niveispirillum	31	16	5	45	46	15	58	59	4	7	23	101	18	345	36	18	47	19	24	39	28	28	80	17	52	142	2	25	18	6	55	15	15	25	34	65	37	36	46	6	48	24	33	15	22	37	67	14	25	29	37	49	24	22	40	94	28	19	37	64	49	0	109	9	26	282	11	30	40	41	79	21	1	37	175	93	29	38	30	17
Nitrospirillum	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	3	0	0	0	1	0	2	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Mumia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Babela	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Gallibacterium	15	3	30	37	9	65	6	8	0	1	4	16	7	6	11	20	16	7	19	37	355	0	7	7	73	18	0	0	4	0	17	20	7	4	3	9	3	20	19	3	37	4	5	22	11	11	16	2	4	9	6	19	69	20	8	6	21	12	37	38	19	0	4	0	23	220	13	78	29	39	19	7	8	78	13	0	36	15	47	13
Methanothermococcus	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0	1	0	0	0	0	0	0	0	0	0	0
Acaryochloris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfotomaculum	0	0	1	2	0	2	0	0	0	1	2	6	0	1	21	0	5	1	3	1	0	0	0	0	1	3	1	0	0	3	1	0	0	0	1	0	5	0	1	0	0	3	0	0	3	0	0	1	0	0	0	0	0	12	0	6	1	0	91	9	1	0	1	2	3	221	1	20	2	2	2	0	0	3	2	0	3	0	1	0
Phaeodactylibacter	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rouxiella	495	24	7	96	72	72	4	2	6	1	58	18	7	63	7	1	26	16	58	18	10	388	11	69	206	63	7	4	9	0	35	84	1	26	7	14	38	27	4	1455	29	23	85	10	20	15	1	0	32	20	107	6	43	13	139	21	5	22	16	14	53	12	1	148	4	22	350	23	74	57	7	1	1	65	22	70	60	7	2	3
Thioflavicoccus	0	0	0	0	0	0	2	1	0	0	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	3	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	7	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
Sporosarcina	5	0	0	16	0	1	1	0	1	1	2	3	0	1	3	0	2	0	49	101	59	0	1	0	0	6	1	0	0	0	0	0	1	0	0	0	9	0	2	0	2	2	0	3	0	0	0	0	1	13	3	0	2	0	4	0	0	2	1	29	0	0	1	0	0	16	44	5	0	8	1	0	0	7	2	1	6	0	3	0
Dysgonomonas	73	346	257	927	766	61	183	63	259	82	645	474	56	349	80	62	4859	198	3124	1779	1444	90	35	4380	157	5137	12	79	51	22	424	1242	657	192	48	169	1458	506	27	94	752	1881	792	486	894	61	32	49	676	242	305	488	567	2792	53	73	212	6130	208	5452	1618	1059	49	710	751	255	117	246	360	669	245	33	97	6427	413	88	415	36	81	86
Reichenbachiella	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Treponema	1674	167	63	260	87	274	12355	344	63	59	250	252	51	81	1742	882	235	353	514	693	277	353	1178	94	3840	296	18	215	59	17	5518	151	531	157	64	263	671	8443	243	619	788	293	325	167	69	245	673	40	315	2810	60	25252	15792	365	1589	54	509	181	566	410	240	35	4350	35	176556	250	115	76	229	302	157	41	50	523	163	25	4983	754	3814	5496
Jeotgalibacillus	0	2	2	0	7	0	1	0	15	11	0	0	0	0	16	2	1	22	3	0	0	0	0	0	0	0	0	0	0	3	0	0	1	12	0	24	27	0	0	0	3	34	0	0	1	0	1	0	5	1	0	1	1	1	1	1	1	0	2	0	0	1	0	1	0	0	0	8	3	0	0	0	2	0	6	0	0	4	0	2
Hartmannibacter	0	0	0	2	0	0	0	0	0	0	0	3	0	1	0	1	0	1	1	3	1	1	1	0	2	2	0	0	0	0	0	6	0	0	0	1	0	0	2	0	5	0	0	0	2	0	0	0	0	0	3	0	0	2	1	0	1	1	2	0	0	0	0	3	0	3	0	0	1	3	3	0	0	4	3	1	2	2	4	0
Clavibacter	10	7	5	6	0	5	0	1	0	0	1	1	1	1	0	12	3	2	2	2	5	1	12	1	3	1	0	0	1	0	0	12	0	0	4	1	10	11	0	0	35	0	7	0	3	2	0	0	2	1	0	2	0	93	0	4	3	1	7	8	1	0	0	3	1	1	0	0	3	2	2	1	1	12	2	0	20	37	0	0
Paradevosia	23	11	2	17	17	27	17	38	2	0	11	69	10	30	12	16	77	11	14	29	20	20	40	1	36	39	0	7	17	1	32	33	19	2	4	15	12	29	503	5	54	11	6	12	8	18	56	0	8	26	21	30	28	16	35	29	20	9	26	31	21	1	40	7	14	172	22	11	41	33	47	9	3	64	79	31	28	17	15	12
Mangrovibacterium	5	1	0	5	1	0	377	2	2	0	3	9	1	40	14	5	4	7	21	16	10	4	24	19	11	7	0	664	4	0	15	2	13	4	1	25	14	23	19	3	11	16	5	12	113	4	6	0	2	21	4	90	11	50	5	4	3	29	12	40	13	0	1261	1	46	8	3	1	9	7	6	3	3	233	13	11	5	2	9	16
Psychrobium	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus	6358	1100	7287	3667	936	8786	678	5553	335	248	4063	2999	1998	651	6569	3904	2874	1926	8333	7061	3568	493	10507	2512	8938	6068	187	2131	1348	370	55049	2302	1848	998	1877	1496	2399	4751	16858	247090	3523	6896	16339	3065	611	3486	3569	114	1275	110610	913	7808	7522	3361	3879	13507	3853	1682	26268	6638	5115	120	177	240	122997	19425	3115	1566	10142	18251	9457	1990	838	6636	4100	715	6810	8225	81327	1152
Azorhizophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cellulosimicrobium	14	5	5	12	2	8	106	20	0	1	5	14	3	17	116	4	50	6	11	27	22	7	18	6	13	63	0	82	6	1	27	7	2	5	2	4	9	25	55	8	16	2	8	4	13	6	21	0	2	84	3	24	17	16	28	4	7	14	18	18	2	3	5	4	26	15	7	3	5	16	18	11	2	18	10	65	17	15	54	18
Rubripirellula	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Roseimaritima	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Ezakiella	132	18	15	78	18	14	7	17	11	5	96	143	21	5	32	45	23	64	52	118	40	4	21	32	35	66	4	3	50	7	13	105	11	6	21	14	21	31	12	6	46	30	28	67	26	13	49	3	18	229	26	30	49	114	12	14	81	62	149	174	64	0	4	5	12	52	22	17	81	81	39	32	8	206	60	0	55	92	41	35
Hahella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	1	1	0	0	0	0	0	8	0	0	0	0	3	0	0	0	0	0	0	1	1	0	2	2	0	0	0	0	3	0	0	2	0	0	1	0	0	0	0	3	0	13	0	0	0	1	0	0	0	0	3	5	2	0	0	0	1
Cedecea	8	13	67	8	17	29	3	20	5	0	86	9	0	15	7	12	13	4	54	13	5	19	3	59	40	15	2	1	2	1	42	92	15	21	3	1	19	31	15	18	11	3	12	2	43	38	4	0	3	2	20	8	12	8	29	58	7	12	9	7	15	16	4	18	134	46	8	20	41	159	30	7	10	72	9	181	5	6	74	107
Megamonas	6938	906	1826	6496	3680	5117	2640	6540	412	202	2718	1432	733	13687	2449	5000	4589	2161	5378	9872	5080	900	2045	3560	4886	932	527	363	2676	885	74428	8044	24265	915	1830	1565	5758	8809	45839	3431	5887	1697	4141	6317	2735	99490	6113	214	1802	43770	704	202833	64668	8633	2060	30132	9174	6499	11093	2401	1964	119	515	247	17804	1983	1015	1469	14307	6386	7074	1375	4251	11004	6526	4636	109202	17103	81827	9457
Moellerella	2	1	2	0	6	5	2	2	1	0	3	1	0	1	12	0	2	2	3	4	0	0	4	1	3	1	0	7	0	0	0	0	3	0	0	2	1	3	0	0	2	0	0	0	8	0	4	0	1	66	1	4	3	2	9	1	0	0	67	2	6	5	0	1	12	0	0	0	1	3	0	0	0	10	2	0	1	2	7	12
Trabulsiella	3	3	8	6	5	12	4	43	0	0	16	63	0	11	9	3	10	4	12	20	4	4	2	22	4	8	6	0	0	1	42	4	2	1	0	3	19	9	1	10	6	1	0	2	25	1	7	0	8	0	3	12	5	0	48	12	1	4	4	22	5	3	2	45	12	9	26	4	25	9	11	8	0	52	14	22	6	7	19	5
Yokenella	2	117	30	0	5	44	27	59	0	0	28	10	2	21	14	37	12	5	14	4	13	91	2	25	31	12	3	1	4	0	12	5	269	1	7	22	201	59	23	47	4	8	11	7	60	10	12	3	0	1	4	26	94	6	57	19	3	4	7	7	4	52	3	4	55	81	1	6	69	13	608	86	66	129	40	134	2	10	37	38
Nodularia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Oricola	1	5	0	1	0	0	0	1	0	0	2	15	3	1	0	0	0	1	4	2	2	1	0	0	1	0	0	3	0	1	1	0	1	1	0	0	1	1	4	0	4	4	2	1	2	0	0	0	0	2	2	3	2	2	1	0	0	1	0	2	1	0	1	0	0	2	1	0	1	1	0	0	0	3	1	3	2	3	0	0
Eleftheria	0	0	0	0	0	0	5	0	0	0	0	0	3	28	1	0	0	0	0	0	6	0	0	0	2	0	0	0	4	0	7	0	1	7	0	9	0	3	0	0	12	1	1	0	0	1	0	0	3	0	0	0	0	0	1	0	0	0	0	1	3	0	10	0	3	2	2	2	6	0	1	0	2	0	0	1	7	2	0	0
Methylophilus	0	0	2	0	1	0	4	0	9	0	8	3	0	6	0	0	1	0	0	0	0	13	1	0	0	0	1	0	1	0	4	0	2	0	0	4	0	0	0	0	1	0	0	1	0	0	1	0	6	0	0	0	0	0	0	0	0	0	2	1	1	0	2	20	0	163	0	5	2	2	1	0	1	10	8	81	0	1	3	0
Emcibacter	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Parasaccharibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Faucicola	5367	84234	35302	2400	41801	248431	806	7651	299	349	8361	6932	1437	2851	47685	475	21232	1285	7126	18192	4958	25512	1160	3999	57167	4631	16327	732	5902	401	2631	12871	19632	12914	600	72977	69392	187748	1666	19364	3821	1501	12474	10343	1198	3569	6615	395	5309	1099	23135	4725	4584	3863	9437	8783	20083	2069	10990	11257	79506	380	505	4551	235618	42110	7576	1355	11254	7134	18727	1370	1969	7271	4109	34408	5664	16309	9757	1454
Raoultella	7310	3304	4716	4386	7918	2093	503	2503	631	213	47025	3864	501	17006	359	7419	2970	1630	14880	6479	6189	1255	1127	35723	7387	8287	1177	116	991	190	2393	63657	754	17584	767	4236	5349	4028	387	20250	5192	1856	1835	976	53836	1055	864	468	4673	1808	9696	3314	3952	2334	2561	1243	1980	2565	3567	5536	4277	2650	202	413	2701	5527	17407	14633	8248	23112	8161	902	1214	26209	10145	13816	3066	2042	1096	1317
Candidatus Methanoplasma	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ureibacillus	1	0	16	5	3	1	1	0	0	0	7	5	3	0	35	1	6	0	6	13	3	0	2	2	3	1	2	47	5	1	0	3	0	0	2	12	2	23	7	2	8	0	12	1	0	31	75	4	1	14	1	13	3	5	170	0	1	5	137	7	2	1	3	1	5	357	1	4	6	5	17	0	2	2	70	0	5	3	4	2
Thiolapillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hydrogenibacillus	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pararhodospirillum	2	1	0	0	0	0	1	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
Pararhizobium	48	11	3	17	14	12	1	14	3	4	26	140	9	16	4	13	13	11	43	44	31	76	15	13	66	18	5	3	35	0	0	148	11	6	2	20	12	9	3	0	142	11	15	14	1	18	1	0	16	52	50	2	13	11	13	5	20	26	50	36	34	0	0	43	3	57	50	6	15	46	58	13	3	61	33	10	48	45	7	6
Anaeromyxobacter	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Salinispira	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Amylibacter	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haliangium	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halotia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paraglaciecola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Magnetococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Peptoniphilus	167	34	10	218	52	29	54	56	11	16	89	164	70	8	79	162	83	81	148	378	96	10	141	35	80	153	6	11	80	24	40	132	45	28	29	70	69	89	11	18	121	77	88	152	54	30	81	2	65	628	25	125	238	381	91	30	231	123	449	405	102	1	11	16	31	126	79	16	115	91	59	34	8	321	85	0	197	161	81	32
Triavirus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Biseptimavirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
Barnyardvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Charlievirus	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chivirus	3	2	0	3	1	3	6	10	0	0	0	2	0	0	7	7	2	0	1	2	0	0	1	0	1	1	0	0	0	0	7	1	3	0	0	2	3	10	13	0	5	0	0	0	4	0	62	0	0	2	0	3	16	3	5	1	1	0	0	0	1	0	0	0	6	6	1	0	6	2	2	2	0	2	1	0	0	4	8	1
Corndogvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Casadabanvirus	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	3	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Detrevirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0
Dhillonvirus	29	2	2	33	18	7	3	10	0	1	1	1	1	0	3	15	10	1	13	25	7	0	13	4	28	9	0	2	8	1	11	1	24	0	0	11	26	12	35	8	8	7	22	160	4	4	8	0	1	71	5	121	124	21	14	4	11	17	22	10	1	0	0	1	85	2	0	0	17	1	7	1	2	13	8	0	11	2	24	40
Cecivirus	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0
