taxonomy_id	name	rank	NLD.43_ERR1713379_db6.diamond	MYS.54_ERR1713377_db6.diamond	NGA.50_ERR1713378_db6.diamond	POL.36_ERR1713383_db6.diamond	PER.35_ERR1713385_db6.diamond	NOR.34_ERR1713380_db6.diamond	NPL.33_ERR1713381_db6.diamond	PAK.7_ERR1713384_db6.diamond	SEN.8_ERR1713386_db6.diamond	NZL.56_ERR1713382_db6.diamond
1849719	Saccharicrinis aurantiacus	species	32	11	44	82	36	26	36	129	30	27
1209954	Mesorhizobium hawassense	species	1	1	2	1	0	4	1	3	0	0
2603857	Oryzomonas sagensis	species	10	10	77	25	10	4	49	34	16	7
1061	Rhodobacter capsulatus	species	10	77	27	76	128	82	60	128	107	55
3109564	Geochorda subterranea	species	54	5	35	36	17	3	19	53	5	1
159272	uncultured Prevotella sp.	species	132	902	4898	1792	19256	859	22244	20077	5012	246
2893752	Chryseobacterium muglaense	species	6	57	18	37	23	144	12	102	27	1301
1283313	Alloprevotella	genus	10	6	40	115	167	41	87	144	32	23
3394203	Variovorax atrisoli	species	14	12	14	42	15	92	20	31	14	39
3076075	Sporomusa carbonis	species	26	140	404	176	62	21	108	1351	285	25
1159752	Enterococcus lemanii	species	36	457	4534	240	861	77	13812	3663	1224	45
1805477	Clostridium sp. Marseille-P299	species	14	16	54	139	53	18	326	216	44	11
2494373	Flammeovirga pectinis	species	7	1	6	8	4	4	3	15	6	1
1308979	Petrotoga sp. 9PW.55.5.1	species	36	3	8	56	16	6	27	21	26	1
3046383	Aristaeella lactis	species	89	98	319	5054	815	300	5062	1163	499	113
2518989	Aequoribacter fuscus	species	4	2	6	4	3	4	10	16	4	3
2023130	Rhodopirellula sp. MGV	species	9	0	10	13	0	4	5	21	9	1
1955249	Meiothermus sp.	species	15	9	27	23	8	13	11	49	12	1
1189620	Flavobacterium sp. ACAM 123	species	18	11	8	23	27	190	20	19	8	700
2939420	Phascolarctobacterium sp. ET69	species	31	831	257	1213	503	196	315	625	467	152
1227265	Capnocytophaga sp. oral taxon 863	species	12	3	3	2	17	1	4	10	2	0
424757	Aureimonas frigidaquae	species	5	0	5	2	3	0	13	6	3	0
3421657	Emticicia sp. SJ17W-69	species	44	7	6	33	4	647	5	15	1	102
2643606	unclassified Archaeoglobus	no rank	30	1	22	17	3	3	4	12	10	0
2929803	Mucilaginibacter sp. SMC90	species	3	1	0	5	0	5	7	8	0	4
628	Xenorhabdus nematophila	species	30	158	141	189	631	787	107	477	6027	2336
3133436	Novosphingobium anseongense	species	5	4	17	10	5	66	3	7	6	9
57664	Desulfuromonas thiophila	species	83	34	229	78	19	40	77	476	81	13
1920033	Aquimarina rubra	species	5	1	5	5	1	2	4	4	0	6
2164132	Pleomorphovibrio marinus	species	36	8	23	37	23	17	36	74	8	24
3058042	Roseateles violae	species	12	11	14	21	20	117	9	19	4	25
2872646	Caenibius sp. WL	species	27	3224	4895	865	1004	385	1195	1354	1683	664
2527975	Kolteria novifilia	species	47	21	164	79	22	19	51	196	46	19
1410680	Methyloglobulus	genus	19	0	1	5	0	14	2	3	2	0
415221	Pelagicoccus mobilis	species	40	15	68	33	30	7	25	127	17	5
658457	Ectopseudomonas composti	species	2	7	21	15	71	14	8	31	26	11
1813871	Panacibacter ginsenosidivorans	species	64	16	27	89	8	581	13	43	2	63
1550245	Aetokthonos hydrillicola	species	27	16	16	35	32	24	30	29	14	18
3030827	Paludisphaera mucosa	species	29	15	102	33	18	8	46	79	23	3
3003674	Pauljensenia sp. 20925_1_34	species	2	13	72	11	17	3	154	19	40	2
3098619	Roseateles agri	species	11	12	14	6	10	98	7	19	8	13
2759023	Neobacillus kokaensis	species	3	1	3	2	1	4	7	6	1	1
3025503	Massilia sp. S19_KUP03_FR1	species	8	10	6	5	2	39	4	7	1	190
3081201	Congregibacter brevis	species	4	2	3	2	2	0	2	4	2	2
2793269	Panacibacter microcysteis	species	88	18	17	79	20	334	11	29	4	57
3041253	Flavobacterium yafengii	species	14	12	10	60	73	652	81	25	12	2129
2741071	Pendulispora albinea	species	154	11	38	68	17	384	26	49	10	34
218934	uncultured Campylobacter sp.	species	17	42	76	222	307	62	413	405	93	39
3413044	Undibacterium sp. MH2W	species	3	3	2	3	7	21	5	8	1	1
913109	Arcobacter ellisii	species	69	13	6	44	21	156	62	152	15	26
1649461	Imperialibacter	genus	89	13	57	43	12	62	48	87	53	23
1304914	uncultured Deefgea sp.	species	4	5	6	11	28	36	13	22	7	7
2866589	Pseudomonas sp. Marseille-P8916	species	1	0	0	0	0	0	0	0	0	0
1472297	Magnetofaba australis	species	21	8	58	40	10	9	13	86	11	5
1763531	Confluentibacter	genus	26	0	2	12	1	12	20	34	0	14
2494209	Capsulimonas	genus	55	14	114	78	19	27	55	147	23	12
2774145	Pseudomarimonas arenosa	species	36	24	45	94	27	39	32	89	36	15
2136147	Bacteroides sedimenti	species	113	60	79	372	59	36	337	798	72	49
2801331	Chryseolinea lacunae	species	42	3	18	25	11	66	10	30	10	21
1854458	Breznakia	genus	13	18	45	436	107	25	598	342	89	8
358	Agrobacterium tumefaciens	species	21	64	37	72	135	38	201	113	134	68
174	Leptospira borgpetersenii	species	10	7	5	9	20	2	9	15	38	9
40542	Leptotrichia buccalis	species	6	58	12	52	317	15	15	264	37	31
2767887	Ligilactobacillus	genus	61	6520	11217	2536	17545	936	177179	68702	14589	385
2819236	Hymenobacter terricola	species	24	5	23	44	19	9	205	224	224	1
2292053	Parabacteroides sp. AM08-6	species	21	12	31	90	45	10	93	135	84	21
219685	Gemmatimonadia	class	97	3	24	23	2	88	9	24	2	14
38986	Acholeplasma palmae	species	56	2	7	29	70	2	55	61	21	10
1812858	Anaerosacchariphilus polymeriproducens	species	10	26	89	287	55	21	694	440	99	11
1135990	Geopseudomonas sagittaria	species	2	2	10	16	8	7	13	22	16	11
1802172	Sphingopyxis sp. RIFCSPHIGHO2_12_FULL_65_19	species	2	4	7	12	6	18	9	8	9	59
2681566	Thermaurantimonas	genus	38	7	9	24	5	7	12	27	5	10
235627	unclassified Arthrobacter	no rank	20	20	43	103	54	261	263	124	34	1610
369798	Methylocystis hirsuta	species	14	2	8	25	4	5	5	27	1	4
1259136	Chryseobacterium sp. MDT2-18	species	20	28	9	53	49	336	8	48	11	3251
654	Aeromonas veronii	species	160	229	165	362	1313	379	672	1515	498	332
3151121	Dehalogenimonas sp. THU2	species	24	11	48	19	6	4	15	51	2	1
2720610	Rhizohabitans arisaemae	species	1	0	4	1	3	1	2	5	1	2
1914242	Gemmata sp.	species	32	24	92	35	25	18	72	133	38	21
118966	Anaerorhabdus	genus	13	31	122	971	122	95	3299	743	386	41
2093818	Candidatus Saccharimonadia	class	61	567	862	1611	526	175	5173	4906	509	225
2746961	Streptomyces caniscabiei	species	163	773	1461	3947	1055	453	11503	7246	851	538
135619	Oceanospirillales	order	135	102	218	244	675	102	331	857	247	106
3133308	Sorangium sp. So ce385	species	13	0	3	4	0	5	7	5	3	1
147268	Thiomicrospira cyclica	species	5	1	3	5	4	2	4	26	1	2
716817	Rubricoccus marinus	species	16	4	25	10	4	24	13	37	20	1
2484983	Leptospira langatensis	species	39	1	6	6	1	0	18	22	4	1
185978	unclassified Paenibacillus	no rank	92	65	229	335	193	115	559	610	217	39
344063	Oryzihumus	genus	7	1	2	35	1	0	12	8	0	1
1868793	Jeotgalibaca porci	species	70	56	258	4111	1046	440	38330	1666	523	820
2763023	Bacteroides hominis	species	2	2	12	18	27	17	25	94	12	17
1671927	uncultured Acetatifactor sp.	species	48	52	171	308	467	64	894	526	178	26
1078050	Seleniivibrio woodruffii	species	34	17	44	32	46	23	38	160	116	7
2813578	Pyxidicoccus parkwayensis	species	20	13	5	11	5	20	9	20	6	4
1859460	Luteolibacter flavescens	species	46	7	207	49	25	22	51	161	20	24
873191	Arcobacter defluvii	species	84	6	12	103	13	236	109	71	11	9
1934404	Edaphobacter sp.	species	33	19	71	23	9	36	30	93	15	49
1925024	Intrasporangium sp.	species	84	13	84	341	46	31	322	187	48	33
255205	Pseudoclavibacter helvolus	species	20	21	43	427	52	858	1019	93	126	848
3252654	Rhizobium sp. GCM10022189	species	1	0	0	0	1	3	1	1	2	1
1002691	Occallatibacter savannae	species	22	7	14	9	1	15	5	37	4	9
293085	Leptospira vanthielii	species	30	1	5	2	0	2	4	17	0	0
1778678	Paenibacillus psychroresistens	species	12	4	14	6	12	2	25	39	15	2
84994	Acidimicrobiaceae	family	19	5	13	34	3	4	28	19	5	10
84156	Archaeoglobus profundus	species	8	0	10	10	2	0	8	22	3	0
3114879	Clostridium sediminicola	species	14	29	51	195	48	16	200	211	50	20
2841526	Oscillibacter sp. MSJ-31	species	59	699	886	907	5323	2645	2209	7264	510	1112
3064906	Limnofasciculus baicalensis	species	26	26	12	18	3	6	7	51	9	7
3402633	Mycobacterium sp. smrl_JER01	species	2	2	7	11	5	1	6	5	14	1
2764322	Hydrogeniiclostridium mannosilyticum	species	45	100	123	209	274	106	564	276	91	44
48001	Desulfobotulus	genus	68	15	205	27	29	4	23	342	28	12
1872648	Asticcacaulis sp.	species	16	7	17	25	17	41	34	58	18	54
1955814	Dialister sp.	species	17	1063	732	426	894	105	517	1243	571	62
292733	Psychrobacter aquimaris	species	5	4	23	49	90	24	188	8	107	3420
1166950	Candidatus Thiodictyon syntrophicum	species	55	22	92	80	11	25	32	110	27	18
1264	Ruminococcus albus	species	65	26	55	332	159	19	508	275	56	10
224471	Burkholderiales genera incertae sedis	no rank	70	36	47	76	67	270	30	284	22	92
2632188	unclassified Ekhidna	no rank	37	6	11	16	2	7	6	15	2	0
3234748	Kluyvera sp. STS39-E	species	1	2	2	0	7	0	4	3	9	8
1650662	Desnuesiella massiliensis	species	17	9	17	30	26	9	94	67	15	5
3095606	Acidovorax sp. DW039	species	28	386	63	154	400	699	107	206	66	450
474394	Vibrio mangrovi	species	1	3	2	4	2	1	3	24	5	2
2020870	Psychroserpens sp.	species	31	6	15	27	6	42	10	30	11	98
2842200	Sinomicrobium weinanense	species	8	0	6	11	1	3	27	11	0	30
3420568	Sporofaciens sp. SGI.106	species	15	8	56	87	48	7	446	119	41	3
2961959	Profundicola chukchiensis	species	18	16	15	63	84	35	179	618	12	120
1191478	Magnetococcales	order	6	8	9	4	3	0	2	12	4	1
2195	Methanogenium	genus	12	2	8	13	0	1	39	11	7	0
1170227	Candidatus Methylomirabilis	genus	84	32	122	54	10	15	26	288	20	16
43776	Haloarcula argentinensis	species	1	0	0	1	0	0	0	0	0	0
69963	Azorhizophilus paspali	species	9	7	6	96	11	5	7	30	11	12
2010198	Caballeronia mineralivorans	species	7	2	12	1	0	8	3	16	8	6
2602738	Ketobacter sp. MCCC 1A13808	species	19	6	22	8	15	8	14	14	15	0
1941478	Coprobacter sp.	species	1	2	3	6	7	2	26	7	4	0
1077265	Chthonomonas	genus	66	33	124	98	16	16	39	234	21	17
3095367	Candidatus Uabimicrobium helgolandensis	species	91	23	61	51	26	26	36	162	18	9
2728835	Luteolibacter luteus	species	35	14	292	52	28	27	35	140	22	8
1549850	Thioclava electrotropha	species	3	1	2	2	3	0	6	2	3	2
2056311	Algoriphagus lacus	species	34	6	7	9	3	17	5	14	0	9
249409	Hydrogenophaga atypica	species	82	190	64	196	263	657	36	207	36	374
2171554	Peribacillus acanthi	species	1	0	1	3	1	0	9	14	0	0
2762296	Undibacterium sp. FT79W	species	3	0	0	3	1	32	8	3	1	2
2507060	Macrococcus sp. DPC7161	species	1	0	4	3	2	1	7	1	1	1
1865	Actinoplanes	genus	22	10	44	57	17	13	99	91	21	13
2675850	Nocardia aurantiaca	species	2	0	1	0	0	0	0	1	0	0
2606636	Bilifractor porci	species	5	7	37	91	27	11	275	96	52	10
2606637	Hallella mizrahii	species	12	19	30	243	103	46	109	456	44	19
180163	Cetobacterium ceti	species	18	3	3	23	27	7	14	42	5	11
340071	Candidatus Criblamydia sequanensis	species	33	52	158	103	53	13	298	254	82	70
2583851	Elizabethkingia sp. JS20170427COW	species	16	190	76	78	163	93	95	186	59	741
61170	Holdemania	genus	41	429	634	859	1030	429	1437	1021	503	222
2981771	Laedolimicola ammoniilytica	species	6	120	82	83	216	50	375	252	41	33
2547429	Segetibacter sp. 3557_3	species	47	16	17	29	5	109	18	34	9	27
702568	Litoribacter ruber	species	7	1	5	7	5	9	19	15	2	11
3230977	Halioglobus sp. Uisw_031	species	13	10	10	54	16	23	10	89	15	45
2771427	Limnohabitans radicicola	species	22	28	13	22	21	105	10	38	9	17
46200	Geovibrio	genus	13	3	24	12	9	0	10	37	13	1
3450742	Pseudalkalibacillus sp. Hm43	species	2	2	2	2	2	2	5	1	2	1
904190	uncultured Robinsoniella sp.	species	13	11	48	101	52	14	293	117	39	4
659595	Chiayiivirga flava	species	68	51	71	229	148	81	71	395	57	257
2617509	unclassified Noviherbaspirillum	no rank	4	2	6	3	2	5	4	1	1	2
2567861	Paucihalobacter ruber	species	12	0	7	6	3	12	3	13	2	45
255436	uncultured Psychroserpens sp.	species	11	2	3	12	7	14	4	18	3	40
1096776	Flexivirga	genus	6	4	48	40	140	5	128	30	35	17
1452269	Ruminococcus sp. XPD3002	species	48	17	16	147	49	8	88	84	11	6
894	Desulfobulbus propionicus	species	91	198	7989	2577	1686	168	8251	12720	9740	259
2664436	Dechloromonas aquae	species	60	292	65	58	51	92	14	204	50	53
2692845	Oculatella sp. FACHB-28	species	2	1	2	0	0	0	6	8	0	1
2589816	Pontibacter mangrovi	species	12	1	9	11	4	7	15	7	1	12
351604	Geotalea uraniireducens	species	82	47	384	83	25	27	61	332	45	22
1250059	Tenacibaculum sp. MAR_2009_124	species	9	4	4	34	23	25	33	32	6	76
1505232	Chitinivibrio alkaliphilus	species	32	9	91	29	23	2	16	189	21	1
2714592	Crateriforma	genus	20	4	33	27	12	4	22	53	8	1
1468178	Motiliproteus sediminis	species	5	7	30	2	0	3	5	22	1	1
2042995	Hanstruepera ponticola	species	9	2	4	4	1	2	1	8	2	20
2795732	Comamonas sp. NyZ500	species	11	7	7	12	11	115	9	30	10	39
2740185	Geomonas paludis	species	24	9	53	14	8	6	13	44	14	0
29530	Cytophaga aurantiaca	species	148	16	29	72	62	269	80	95	41	180
715222	Caldicoprobacter	genus	24	21	71	93	81	18	181	202	67	19
2482727	Mucilaginibacter terrenus	species	7	0	1	2	1	7	2	5	2	8
3056647	Nostoc sp. GT001	species	2	0	0	0	1	0	3	2	8	0
3346535	Nocardia sp. NPDC058519	species	1	0	1	1	4	0	2	1	1	0
1778653	Sulfuriferula	genus	15	15	23	28	13	5911	17	51	13	19
879315	uncultured Sneathiella sp.	species	13	6	18	22	6	14	21	28	7	8
1751046	Fluviibacter phosphoraccumulans	species	167	557	179	891	111	193	531	727	246	275
3057280	Bradyrhizobium sp. SZCCHNRI1073	species	2	4	0	16	1	2	13	8	4	2
630749	Spongiibacter	genus	24	7	18	9	25	10	9	44	10	7
2897342	Geomonas sp. RF6	species	24	10	98	32	14	12	36	148	27	9
3034021	Nibricoccus sp. IMCC34717	species	101	30	153	65	57	20	44	215	60	20
2565558	Hydrogenophaga sp. PAMC20947	species	85	30	45	54	155	5937	19	26	21	154
2527980	Stratiformator vulcanicus	species	25	7	54	30	5	10	28	60	15	3
392484	Methylophaga thiooxydans	species	3	0	2	0	5	10	0	3	2	1
67352	Kitasatospora purpeofusca	species	5	2	2	8	2	3	4	4	2	4
1658008	Dysgonomonas sp. BGC7	species	24	28	28	108	123	37	104	167	26	42
2638681	unclassified Methanobrevibacter	no rank	8	35	139	333	46	10	1811	125	396	40
2267619	Candidatus Halocynthiibacter alkanivorans	species	2	0	1	1	1	3	1	1	1	2
104204	Streptomonospora	genus	5	1	3	3	3	0	7	3	3	1
2910990	Solidesulfovibrio sp.	species	46	109	333	167	130	39	84	1591	935	27
3122420	Spiribacter onubensis	species	7	2	10	29	21	11	35	17	10	2
2642485	unclassified Myroides	no rank	14	2	5	16	22	33	36	26	2	90
2035255	Candidatus Methanoperedens sp. BLZ2	species	44	13	120	63	10	8	65	110	28	3
28183	Leptospira santarosai	species	14	0	14	6	3	5	3	31	7	4
1918627	Frisingicoccus sp.	species	51	107	299	619	566	201	2579	879	292	166
1896222	Hallerella succinigenes	species	11	0	4	11	4	1	108	13	6	1
2304687	Petroclostridium	genus	21	11	8	22	22	8	40	49	17	5
1964355	Fibrobacter sp. UWB1	species	7	0	5	17	16	2	24	17	12	0
1355374	Aliarcobacter lanthieri	species	98	28	40	205	341	194	1395	356	190	32
1968838	Thermogemmatispora sp.	species	9	6	24	20	5	3	20	43	9	2
1945862	Flavobacterium sp. A45	species	11	7	9	23	10	1394	20	18	7	1459
3089814	Xylophilus sp. GOD-11R	species	4	5	9	14	19	78	6	22	9	42
222991	Alkanindiges	genus	80	456	101	209	238	1042	338	744	181	5600
1131707	Sphaerochaeta pleomorpha	species	32	4	50	48	38	13	159	104	29	16
187492	Thalassolituus	genus	16	9	32	28	91	15	7	60	19	19
2911857	Candidatus Methanarcanum hacksteinii	species	16	7	264	169	662	12	255	96	60	10
415425	Flavobacterium terrae	species	14	24	8	20	23	68	17	44	15	188
1855875	Spiribacter roseus	species	2	1	1	2	2	0	1	4	2	0
1286698	Crassaminicella profunda	species	8	8	45	14	19	4	33	82	17	10
3342844	Rhodopirellula sp. JB044	species	5	0	2	1	0	0	1	5	2	1
2109913	Melaminivora suipulveris	species	18	178	414	91	571	405	277	1832	211	209
85874	Thermacetogenium phaeum	species	28	11	67	51	33	24	45	82	71	1
528314	Methanoculleus horonobensis	species	23	1	12	5	3	1	12	3	1	0
985	Cytophaga hutchinsonii	species	88	13	27	28	44	89	35	31	8	91
673862	Candidatus Babela massiliensis	species	57	12	246	51	6	9	85	285	32	56
658225	Sphingomonas glacialis	species	3	1	2	6	0	16	8	1	5	4
2303331	Solimonas sp. K1W22B-7	species	13	6	16	10	14	18	7	25	9	9
421624	Geotalea toluenoxydans	species	79	8	46	69	2	15	8	58	10	8
1905344	Ruthenibacterium	genus	124	3129	6498	5594	2602	1683	7582	12512	3781	1356
191216	uncultured Microbacterium sp.	species	22	93	208	395	99	169	1491	208	84	321
3100796	Lamprobacter sp.	species	31	15	68	87	37	12	92	190	57	8
888436	Psychrobacter sp. 4Bb	species	3	2	1	33	12	10	155	3	7	409
450365	Aquabacterium fontiphilum	species	13	26	12	8	25	43	11	85	5	21
551936	Bradyrhizobium sp. STM 3809	species	5	0	3	2	0	5	0	1	0	1
1946982	Novosphingobium sp. UBA1939	species	5	34	10	3	4	14	4	9	3	5
2627418	unclassified Dokdonella	no rank	123	127	36	96	42	607	51	299	25	362
3080561	Terasakiella sp. FCG-A23	species	3	1	9	5	7	1	4	16	4	2
3111540	Sinanaerobacter sp. ZZT-01	species	12	14	30	66	40	11	164	133	43	5
3447669	Flavobacterium sp. TSSA_36	species	25	21	19	90	76	1557	80	32	14	7043
1935119	Candidatus Hecatella orcuttiae	species	15	7	40	34	0	3	23	55	7	3
2682493	Mariniflexile maritimum	species	62	63	70	244	172	173	215	530	61	1550
127458	Thiobaca trueperi	species	19	25	77	32	33	15	52	123	63	23
1857932	Parahaliea	genus	23	4	1	9	6	3	1	13	2	3
28133	Prevotella nigrescens	species	16	27	35	50	100	36	82	157	47	25
230666	Chitinibacter	genus	13	46	14	17	17	31	7	188	22	16
2919499	Endozoicomonas sp. Mp262	species	4	1	12	12	7	6	29	30	7	3
29376	Desulfofundulus thermobenzoicus	species	23	30	38	18	1	1	6	47	8	3
1525	Neomoorella thermoacetica	species	21	13	47	38	8	3	34	58	29	4
3144874	Niabella insulamsoli	species	34	36	25	76	40	64	62	82	6	29
1301283	Oscillatoriophycideae	subclass	73	43	228	118	61	43	141	522	48	17
2302934	Dysgonomonas sp. 216	species	45	19	45	116	87	20	232	752	33	25
1027620	Nocardioides sp. LS1	species	2	0	0	5	1	0	2	1	1	0
418240	Blautia wexlerae	species	52	2289	4257	2219	4008	569	16781	2650	3574	342
176598	Pseudoxanthomonas taiwanensis	species	3	26	62	100	39	22	28	101	31	47
1975534	Shewanella sp. CG_4_10_14_0_8_um_filter_42_13	species	9	29	36	247	861	18	2423	552	512	43
428988	Flavobacterium lindanitolerans	species	30	19	10	18	13	193	14	37	5	717
2587017	Dyella sp. SG562	species	7	0	5	11	4	1	14	7	9	1
2038776	Kaistella flava (ex Peng et al. 2021)	species	16	32	25	32	27	586	45	55	13	8203
255519	Atlantibacter subterraneus	species	5	57	105	423	137	73	297	83	249	36
2872636	Nitratidesulfovibrio sp. SRB-5	species	21	3	68	17	8	3	31	93	97	3
1350067	Microbacter margulisiae	species	191	159	112	1244	106	103	216	3070	102	88
2499687	Caldisericum sp.	species	127	24	238	228	14	5	74	235	23	4
29542	Syntrophotalea acetylenica	species	24	6	257	150	20	5	146	120	69	42
2885203	Thermomonas sp. S9	species	17	56	61	77	101	32	54	177	35	22
33010	Cutibacterium avidum	species	2	12	24	16	18	12	172	95	23	26
2713414	Chryseobacterium sp. POL2	species	11	227	152	123	503	166	402	973	191	1442
489142	Citricoccus zhacaiensis	species	1	0	0	0	2	3	3	1	2	0
55508	Janthinobacterium agaricidamnosum	species	3	4	4	4	3	110	1	6	5	115
2560027	Desulfosporosinus sp. Sb-LF	species	12	2	18	22	11	1	62	63	9	3
1971226	Vulgatibacter sp.	species	71	12	78	28	11	46	21	102	20	4
1882438	Mucilaginibacter sp.	species	189	42	60	340	84	311	681	254	39	190
1974210	Rhodohalobacter sp.	species	38	6	20	29	9	3	15	44	3	11
2795800	Aeoliella sp.	species	41	7	96	33	6	16	42	77	25	5
2707525	Sulfuriroseicoccus oceanibius	species	49	27	3568	151	31	43	123	605	149	39
150829	Leadbettera azotonutricia	species	43	23	154	89	45	18	156	236	94	15
516051	Flagellimonas lutaonensis	species	5	2	1	2	0	1	0	4	1	2
2795293	Desulfolithobacter dissulfuricans	species	29	20	217	82	37	7	179	304	238	8
2984198	Arcicella sp. LKC2W	species	19	4	10	26	6	564	15	35	3	101
3076336	Sphaerochaeta sp. PS	species	59	1	23	38	26	2	119	55	3	3
3133281	Sorangium sp. So ce128	species	4	1	1	3	0	6	0	1	0	0
1442595	Flavobacterium qiangtangense	species	10	18	5	27	27	61	71	32	12	1753
2760713	Lacibacter sediminis	species	52	6	54	36	7	52	14	37	5	36
2866808	Pseudomonas sp. MM211	species	2	0	0	0	0	2	1	0	3	6
1452	Bacillus atrophaeus	species	24	159	185	676	1409	108	2032	1682	966	69
1919059	Methylotetracoccus oryzae	species	23	27	353	32	12	47	19	503	123	26
2791025	Microvirga alba	species	14	2	47	17	12	6	44	26	24	4
3137372	Roseateles sp. PN1	species	16	3	7	24	7	87	13	13	10	46
1343160	Mariniflexile soesokkakense	species	5	4	0	1	1	1	5	2	3	38
363260	Sphingobacterium composti	species	2	6	7	13	22	7	4	65	7	20
2528025	Stieleria bergensis	species	13	7	33	21	5	4	14	42	13	1
1872440	Fodinibius sp.	species	43	2	19	69	7	2	20	35	8	4
2098	Metamycoplasma hominis	species	25	1	5	17	57	7	91	75	11	1
271091	Psychrilyobacter atlanticus	species	21	5	6	41	66	6	20	37	26	9
44000	Caldicellulosiruptor	genus	14	4	49	61	35	7	68	94	13	7
2824561	Luteolibacter ambystomatis	species	44	15	179	55	9	28	17	111	12	28
2041041	Dokdonia ponticola	species	12	1	3	16	0	18	2	6	2	13
1297424	Anaerobacterium chartisolvens	species	52	42	81	127	44	27	212	196	48	35
2849657	Lagierella sp.	species	4	1	7	25	18	2	71	17	10	0
1716543	Clostridium thermarum	species	20	5	18	41	31	8	180	98	24	24
3133423	Lacibacter sp. H407	species	74	16	10	52	4	100	7	18	3	55
234	Brucella	genus	9	36	164	92	138	48	244	109	267	38
29487	Photorhabdus	genus	12	23	10	42	92	30	83	57	94	19
2645799	unclassified Porphyromonas	no rank	13	0	1	27	8	1	2	27	3	4
53419	Treponema socranskii	species	35	8	19	41	59	10	159	127	30	1
264636	Acholeplasma hippikon	species	66	8	18	33	71	6	75	32	9	14
2268138	Pricia sp.	species	14	0	2	9	5	26	6	11	2	6
47678	Bacteroides caccae	species	35	174	237	308	406	335	576	635	154	230
2013	Nocardiopsis	genus	46	7	52	87	67	29	303	89	33	17
3450743	Metabacillus sp. Hm71	species	1	1	1	6	7	0	13	13	8	1
1325125	Kallotenue papyrolyticum	species	89	28	165	158	10	26	81	175	30	14
1442587	Algoriphagus boseongensis	species	4	1	2	7	0	3	0	3	1	3
1917867	Bacilliculturomica massiliensis	species	43	28	108	134	130	51	298	294	80	27
89784	Alicyclobacillus hesperidum	species	1	2	3	6	4	2	4	4	6	1
2506423	Sphingobium fluviale	species	66	10	7	95	4	170	3	10	4	12
706185	Flavobacterium cheonhonense	species	9	10	1	4	10	39	22	10	1	151
2886691	Tessaracoccus sp. OS52	species	6	17	64	11	20	3	320	109	21	16
106648	Acinetobacter bereziniae	species	39	152	141	279	664	1679	332	339	6823	2888
3120669	Anoxybacillaceae	family	33	33	56	76	90	16	284	104	40	32
3136601	Owariibacterium komagatae	species	3	20	33	35	39	18	83	106	30	6
